"Run","Tag","Ani","Trt"
"1",114,"AP","d"
"1",115,"AA","a"
"1",116,"AB","b"
"1",117,"BJ","f"
"2",114,"AA","a"
"2",115,"AP","d"
"2",116,"BJ","f"
"2",117,"AB","b"
"3",114,"BB","d"
"3",115,"BL","b"
"3",116,"AL","f"
"3",117,"AQ","e"
"4",114,"BL","b"
"4",115,"BB","d"
"4",116,"AQ","e"
"4",117,"AL","f"
"5",114,"AR","f"
"5",115,"AC","c"
"5",116,"BW","a"
"5",117,"BR","b"
"6",114,"AC","c"
"6",115,"AR","f"
"6",116,"BR","b"
"6",117,"BW","a"
"7",114,"BG","c"
"7",115,"CB","f"
"7",116,"BE","a"
"7",117,"AE","e"
"8",114,"CB","f"
"8",115,"BG","c"
"8",116,"AE","e"
"8",117,"BE","a"
"9",114,"AU","c"
"9",115,"BT","d"
"9",116,"AT","b"
"9",117,"BC","e"
"10",114,"BT","d"
"10",115,"AU","c"
"10",116,"BC","e"
"10",117,"AT","b"
"11",114,"BP","f"
"11",115,"AH","b"
"11",116,"CA","e"
"11",117,"AM","a"
"12",114,"AH","b"
"12",115,"BP","f"
"12",116,"AM","a"
"12",117,"CA","e"
"13",114,"BQ","a"
"13",115,"AO","c"
"13",116,"BH","d"
"13",117,"BU","e"
"14",114,"AO","c"
"14",115,"BQ","a"
"14",116,"BU","e"
"14",117,"BH","d"
"15",114,"AW","e"
"15",115,"AZ","b"
"15",116,"AV","d"
"15",117,"BK","a"
"16",114,"AZ","b"
"16",115,"AW","e"
"16",116,"BK","a"
"16",117,"AV","d"
"17",114,"AJ","d"
"17",115,"BI","e"
"17",116,"AF","f"
"17",117,"BS","c"
"18",114,"BI","e"
"18",115,"AJ","d"
"18",116,"BS","c"
"18",117,"AF","f"
"19",114,"AG","a"
"19",115,"AD","d"
"19",116,"BY","c"
"19",117,"AX","f"
"20",114,"AD","d"
"20",115,"AG","a"
"20",116,"AX","f"
"20",117,"BY","c"
"21",114,"BV","f"
"21",115,"AK","e"
"21",116,"BF","b"
"21",117,"BA","c"
"22",114,"AK","e"
"22",115,"BV","f"
"22",116,"BA","c"
"22",117,"BF","b"
"23",114,"BX","b"
"23",115,"BO","e"
"23",116,"BN","d"
"23",117,"AY","a"
"24",114,"BO","e"
"24",115,"BX","b"
"24",116,"AY","a"
"24",117,"BN","d"
"25",114,"AS","a"
"25",115,"BD","f"
"25",116,"BM","c"
"25",117,"BZ","d"
"26",114,"BD","f"
"26",115,"AS","a"
"26",116,"BZ","d"
"26",117,"BM","c"
"27",114,"AN","b"
"27",115,"AN","b"
"27",116,"AI","c"
"27",117,"AI","c"
