"Run","Tag","Ani","Trt"
"1",114,"AP","b"
"1",115,"AH","a"
"1",116,"AM","f"
"1",117,"AX","c"
"2",114,"AH","a"
"2",115,"AP","b"
"2",116,"AX","c"
"2",117,"AM","f"
"3",114,"BL","c"
"3",115,"AK","d"
"3",116,"AO","a"
"3",117,"AG","g"
"4",114,"AK","d"
"4",115,"BL","c"
"4",116,"AG","g"
"4",117,"AO","a"
"5",114,"AT","f"
"5",115,"BN","e"
"5",116,"AC","c"
"5",117,"BC","a"
"6",114,"BN","e"
"6",115,"AT","f"
"6",116,"BC","a"
"6",117,"AC","c"
"7",114,"AZ","e"
"7",115,"BB","g"
"7",116,"BM","d"
"7",117,"AV","a"
"8",114,"BB","g"
"8",115,"AZ","e"
"8",116,"AV","a"
"8",117,"BM","d"
"9",114,"AA","a"
"9",115,"BF","d"
"9",116,"AW","b"
"9",117,"BH","f"
"10",114,"BF","d"
"10",115,"AA","a"
"10",116,"BH","f"
"10",117,"AW","b"
"11",114,"BD","b"
"11",115,"AN","g"
"11",116,"AQ","c"
"11",117,"AR","d"
"12",114,"AN","g"
"12",115,"BD","b"
"12",116,"AR","d"
"12",117,"AQ","c"
"13",114,"BG","e"
"13",115,"BJ","a"
"13",116,"AI","b"
"13",117,"AU","g"
"14",114,"BJ","a"
"14",115,"BG","e"
"14",116,"AU","g"
"14",117,"AI","b"
"15",114,"BI","g"
"15",115,"BE","c"
"15",116,"AE","e"
"15",117,"BK","b"
"16",114,"BE","c"
"16",115,"BI","g"
"16",116,"BK","b"
"16",117,"AE","e"
"17",114,"AY","d"
"17",115,"AB","b"
"17",116,"AL","e"
"17",117,"AF","f"
"18",114,"AB","b"
"18",115,"AY","d"
"18",116,"AF","f"
"18",117,"AL","e"
"19",114,"BA","f"
"19",115,"AJ","c"
"19",116,"AD","d"
"19",117,"AS","e"
"20",114,"AJ","c"
"20",115,"BA","f"
"20",116,"AS","e"
"20",117,"AD","d"
"21",114,"BO","f"
"21",115,"BO","f"
"21",116,"BP","g"
"21",117,"BP","g"
