"Run","Tag","Ani","Trt"
"1",113,"C","c"
"1",114,"Q","a"
"1",115,"I","a"
"1",116,"F","b"
"1",117,"S","c"
"1",118,"T","d"
"1",119,"R","b"
"1",121,"L","d"
"2",113,"Q","a"
"2",114,"C","c"
"2",115,"F","b"
"2",116,"I","a"
"2",117,"T","d"
"2",118,"S","c"
"2",119,"L","d"
"2",121,"R","b"
"3",113,"D","d"
"3",114,"J","b"
"3",115,"K","c"
"3",116,"M","a"
"3",117,"B","b"
"3",118,"A","a"
"3",119,"P","d"
"3",121,"G","c"
"4",113,"J","b"
"4",114,"D","d"
"4",115,"M","a"
"4",116,"K","c"
"4",117,"A","a"
"4",118,"B","b"
"4",119,"G","c"
"4",121,"P","d"
"5",113,"O","c"
"5",114,"O","c"
"5",115,"H","d"
"5",116,"H","d"
"5",117,"N","b"
"5",118,"N","b"
"5",119,"E","a"
"5",121,"E","a"
