"Run","Tag","Ani","Trt"
"1",114,"BU","b"
"1",115,"AC","c"
"1",116,"AX","d"
"1",117,"BD","e"
"2",114,"AC","c"
"2",115,"BU","b"
"2",116,"BD","e"
"2",117,"AX","d"
"3",114,"AH","c"
"3",115,"BS","e"
"3",116,"BF","b"
"3",117,"BT","a"
"4",114,"BS","e"
"4",115,"AH","c"
"4",116,"BT","a"
"4",117,"BF","b"
"5",114,"BI","e"
"5",115,"AA","a"
"5",116,"BK","b"
"5",117,"BM","d"
"6",114,"AA","a"
"6",115,"BI","e"
"6",116,"BM","d"
"6",117,"BK","b"
"7",114,"AN","d"
"7",115,"AB","b"
"7",116,"BN","e"
"7",117,"BE","a"
"8",114,"AB","b"
"8",115,"AN","d"
"8",116,"BE","a"
"8",117,"BN","e"
"9",114,"AS","d"
"9",115,"AO","e"
"9",116,"BL","c"
"9",117,"AU","a"
"10",114,"AO","e"
"10",115,"AS","d"
"10",116,"AU","a"
"10",117,"BL","c"
"11",114,"BC","d"
"11",115,"BG","c"
"11",116,"AT","e"
"11",117,"AF","a"
"12",114,"BG","c"
"12",115,"BC","d"
"12",116,"AF","a"
"12",117,"AT","e"
"13",114,"BR","d"
"13",115,"BJ","a"
"13",116,"BQ","c"
"13",117,"BA","b"
"14",114,"BJ","a"
"14",115,"BR","d"
"14",116,"BA","b"
"14",117,"BQ","c"
"15",114,"AR","c"
"15",115,"BP","b"
"15",116,"BH","d"
"15",117,"AK","a"
"16",114,"BP","b"
"16",115,"AR","c"
"16",116,"AK","a"
"16",117,"BH","d"
"17",114,"BB","c"
"17",115,"AP","a"
"17",116,"BX","e"
"17",117,"AV","b"
"18",114,"AP","a"
"18",115,"BB","c"
"18",116,"AV","b"
"18",117,"BX","e"
"19",114,"AJ","e"
"19",115,"AQ","b"
"19",116,"BW","d"
"19",117,"AM","c"
"20",114,"AQ","b"
"20",115,"AJ","e"
"20",116,"AM","c"
"20",117,"BW","d"
"21",114,"AZ","a"
"21",115,"AL","b"
"21",116,"BV","c"
"21",117,"AY","e"
"22",114,"AL","b"
"22",115,"AZ","a"
"22",116,"AY","e"
"22",117,"BV","c"
"23",114,"BO","a"
"23",115,"AE","e"
"23",116,"AG","b"
"23",117,"AD","d"
"24",114,"AE","e"
"24",115,"BO","a"
"24",116,"AD","d"
"24",117,"AG","b"
"25",114,"AI","d"
"25",115,"AI","d"
"25",116,"AW","c"
"25",117,"AW","c"
