"Run","Tag","Ani","Trt"
"1",114,"AX","c"
"1",115,"BG","e"
"1",116,"BB","g"
"1",117,"AI","b"
"2",114,"BG","e"
"2",115,"AX","c"
"2",116,"AI","b"
"2",117,"BB","g"
"3",114,"BF","d"
"3",115,"BV","f"
"3",116,"BN","e"
"3",117,"BD","b"
"4",114,"BV","f"
"4",115,"BF","d"
"4",116,"BD","b"
"4",117,"BN","e"
"5",114,"AK","d"
"5",115,"CC","f"
"5",116,"BI","g"
"5",117,"BU","e"
"6",114,"CC","f"
"6",115,"AK","d"
"6",116,"BU","e"
"6",117,"BI","g"
"7",114,"AU","g"
"7",115,"AO","a"
"7",116,"CB","e"
"7",117,"BO","f"
"8",114,"AO","a"
"8",115,"AU","g"
"8",116,"BO","f"
"8",117,"CB","e"
"9",114,"AZ","e"
"9",115,"AP","b"
"9",116,"BJ","a"
"9",117,"BM","d"
"10",114,"AP","b"
"10",115,"AZ","e"
"10",116,"BM","d"
"10",117,"BJ","a"
"11",114,"BC","a"
"11",115,"AN","g"
"11",116,"BK","b"
"11",117,"BT","d"
"12",114,"AN","g"
"12",115,"BC","a"
"12",116,"BT","d"
"12",117,"BK","b"
"13",114,"CA","d"
"13",115,"BR","b"
"13",116,"AJ","c"
"13",117,"AM","f"
"14",114,"BR","b"
"14",115,"CA","d"
"14",116,"AM","f"
"14",117,"AJ","c"
"15",114,"AF","f"
"15",115,"AB","b"
"15",116,"AA","a"
"15",117,"BP","g"
"16",114,"AB","b"
"16",115,"AF","f"
"16",116,"BP","g"
"16",117,"AA","a"
"17",114,"BY","b"
"17",115,"AE","e"
"17",116,"BZ","c"
"17",117,"BW","g"
"18",114,"AE","e"
"18",115,"BY","b"
"18",116,"BW","g"
"18",117,"BZ","c"
"19",114,"CD","g"
"19",115,"AC","c"
"19",116,"BH","f"
"19",117,"AY","d"
"20",114,"AC","c"
"20",115,"CD","g"
"20",116,"AY","d"
"20",117,"BH","f"
"21",114,"BS","c"
"21",115,"BA","f"
"21",116,"AH","a"
"21",117,"AS","e"
"22",114,"BA","f"
"22",115,"BS","c"
"22",116,"AS","e"
"22",117,"AH","a"
"23",114,"BX","a"
"23",115,"AG","g"
"23",116,"AD","d"
"23",117,"BL","c"
"24",114,"AG","g"
"24",115,"BX","a"
"24",116,"BL","c"
"24",117,"AD","d"
"25",114,"AQ","c"
"25",115,"BQ","a"
"25",116,"AT","f"
"25",117,"AW","b"
"26",114,"BQ","a"
"26",115,"AQ","c"
"26",116,"AW","b"
"26",117,"AT","f"
"27",114,"AL","e"
"27",115,"AR","d"
"27",116,"AV","a"
"27",117,"BE","c"
"28",114,"AR","d"
"28",115,"AL","e"
"28",116,"BE","c"
"28",117,"AV","a"
