"Run","Tag","Ani","Trt"
"1",114,"AI","a"
"1",115,"AL","d"
"1",116,"AO","c"
"1",117,"AR","b"
"2",114,"AL","d"
"2",115,"AI","a"
"2",116,"AR","b"
"2",117,"AO","c"
"3",114,"AH","d"
"3",115,"BA","c"
"3",116,"AE","a"
"3",117,"AZ","b"
"4",114,"BA","c"
"4",115,"AH","d"
"4",116,"AZ","b"
"4",117,"AE","a"
"5",114,"AG","c"
"5",115,"AT","d"
"5",116,"AN","b"
"5",117,"AY","a"
"6",114,"AT","d"
"6",115,"AG","c"
"6",116,"AY","a"
"6",117,"AN","b"
"7",114,"AC","c"
"7",115,"AV","b"
"7",116,"AU","a"
"7",117,"AX","d"
"8",114,"AV","b"
"8",115,"AC","c"
"8",116,"AX","d"
"8",117,"AU","a"
"9",114,"AJ","b"
"9",115,"AD","d"
"9",116,"AS","c"
"9",117,"AA","a"
"10",114,"AD","d"
"10",115,"AJ","b"
"10",116,"AA","a"
"10",117,"AS","c"
"11",114,"AQ","a"
"11",115,"AB","b"
"11",116,"AP","d"
"11",117,"AW","c"
"12",114,"AB","b"
"12",115,"AQ","a"
"12",116,"AW","c"
"12",117,"AP","d"
"13",114,"AK","c"
"13",115,"AM","a"
"13",116,"AF","b"
"13",117,"BB","d"
"14",114,"AM","a"
"14",115,"AK","c"
"14",116,"BB","d"
"14",117,"AF","b"
