"Run","Tag","Ani","Trt"
"1",113,"AD","d"
"1",114,"AG","g"
"1",115,"AE","e"
"1",116,"AH","h"
"1",117,"AF","f"
"1",118,"AA","a"
"1",119,"AC","c"
"1",121,"AB","b"
"2",113,"AG","g"
"2",114,"AD","d"
"2",115,"AH","h"
"2",116,"AE","e"
"2",117,"AA","a"
"2",118,"AF","f"
"2",119,"AB","b"
"2",121,"AC","c"
"3",113,"AN","f"
"3",114,"AI","a"
"3",115,"AL","d"
"3",116,"AJ","b"
"3",117,"AO","g"
"3",118,"AP","h"
"3",119,"AM","e"
"3",121,"AK","c"
"4",113,"AI","a"
"4",114,"AN","f"
"4",115,"AJ","b"
"4",116,"AL","d"
"4",117,"AP","h"
"4",118,"AO","g"
"4",119,"AK","c"
"4",121,"AM","e"
"5",113,"AR","b"
"5",114,"AU","e"
"5",115,"AW","g"
"5",116,"AV","f"
"5",117,"AT","d"
"5",118,"AS","c"
"5",119,"AQ","a"
"5",121,"AX","h"
"6",113,"AU","e"
"6",114,"AR","b"
"6",115,"AV","f"
"6",116,"AW","g"
"6",117,"AS","c"
"6",118,"AT","d"
"6",119,"AX","h"
"6",121,"AQ","a"
"7",113,"AZ","b"
"7",114,"BD","f"
"7",115,"BA","c"
"7",116,"AY","a"
"7",117,"BF","h"
"7",118,"BC","e"
"7",119,"BB","d"
"7",121,"BE","g"
"8",113,"BD","f"
"8",114,"AZ","b"
"8",115,"AY","a"
"8",116,"BA","c"
"8",117,"BC","e"
"8",118,"BF","h"
"8",119,"BE","g"
"8",121,"BB","d"
"9",113,"BI","c"
"9",114,"BV","h"
"9",115,"BG","a"
"9",116,"BR","d"
"9",117,"BT","f"
"9",118,"BP","b"
"9",119,"BS","e"
"9",121,"BU","g"
"10",113,"BV","h"
"10",114,"BI","c"
"10",115,"BR","d"
"10",116,"BG","a"
"10",117,"BP","b"
"10",118,"BT","f"
"10",119,"BU","g"
"10",121,"BS","e"
"11",113,"BQ","c"
"11",114,"BM","g"
"11",115,"BN","h"
"11",116,"BH","b"
"11",117,"BK","e"
"11",118,"BJ","d"
"11",119,"BL","f"
"11",121,"BO","a"
"12",113,"BM","g"
"12",114,"BQ","c"
"12",115,"BH","b"
"12",116,"BN","h"
"12",117,"BJ","d"
"12",118,"BK","e"
"12",119,"BO","a"
"12",121,"BL","f"
"13",113,"CD","h"
"13",114,"BW","a"
"13",115,"BY","c"
"13",116,"CA","e"
"13",117,"CC","g"
"13",118,"BX","b"
"13",119,"BZ","d"
"13",121,"CB","f"
"14",113,"BW","a"
"14",114,"CD","h"
"14",115,"CA","e"
"14",116,"BY","c"
"14",117,"BX","b"
"14",118,"CC","g"
"14",119,"CB","f"
"14",121,"BZ","d"
