"Run","Tag","Ani","Trt"
"1",114,"B","b"
"1",115,"V","f"
"1",116,"U","e"
"1",117,"W","g"
"2",114,"V","f"
"2",115,"B","b"
"2",116,"W","g"
"2",117,"U","e"
"3",114,"L","d"
"3",115,"M","e"
"3",116,"S","c"
"3",117,"G","g"
"4",114,"M","e"
"4",115,"L","d"
"4",116,"G","g"
"4",117,"S","c"
"5",114,"Q","a"
"5",115,"C","c"
"5",116,"J","b"
"5",117,"T","d"
"6",114,"C","c"
"6",115,"Q","a"
"6",116,"T","d"
"6",117,"J","b"
"7",114,"R","b"
"7",115,"P","h"
"7",116,"K","c"
"7",117,"N","f"
"8",114,"P","h"
"8",115,"R","b"
"8",116,"N","f"
"8",117,"K","c"
"9",114,"E","e"
"9",115,"O","g"
"9",116,"I","a"
"9",117,"H","h"
"10",114,"O","g"
"10",115,"E","e"
"10",116,"H","h"
"10",117,"I","a"
"11",114,"X","h"
"11",115,"D","d"
"11",116,"F","f"
"11",117,"A","a"
"12",114,"D","d"
"12",115,"X","h"
"12",116,"A","a"
"12",117,"F","f"
