"Run","Tag","Ani","Trt"
"1",113,"AR","f"
"1",114,"BE","a"
"1",115,"AJ","d"
"1",116,"AI","c"
"1",117,"AQ","e"
"1",118,"AG","a"
"1",119,"AL","f"
"1",121,"AZ","b"
"2",113,"BE","a"
"2",114,"AR","f"
"2",115,"AI","c"
"2",116,"AJ","d"
"2",117,"AG","a"
"2",118,"AQ","e"
"2",119,"AZ","b"
"2",121,"AL","f"
"3",113,"AV","d"
"3",114,"AK","e"
"3",115,"AY","a"
"3",116,"BD","f"
"3",117,"AB","b"
"3",118,"BA","c"
"3",119,"AU","c"
"3",121,"AW","e"
"4",113,"AK","e"
"4",114,"AV","d"
"4",115,"BD","f"
"4",116,"AY","a"
"4",117,"BA","c"
"4",118,"AB","b"
"4",119,"AW","e"
"4",121,"AU","c"
"5",113,"BC","e"
"5",114,"BJ","f"
"5",115,"AC","c"
"5",116,"BF","b"
"5",117,"AO","c"
"5",118,"AD","d"
"5",119,"AA","a"
"5",121,"BH","d"
"6",113,"BJ","f"
"6",114,"BC","e"
"6",115,"BF","b"
"6",116,"AC","c"
"6",117,"AD","d"
"6",118,"AO","c"
"6",119,"BH","d"
"6",121,"AA","a"
"7",113,"AM","a"
"7",114,"BG","c"
"7",115,"AN","b"
"7",116,"AE","e"
"7",117,"AF","f"
"7",118,"AH","b"
"7",119,"AS","a"
"7",121,"BB","d"
"8",113,"BG","c"
"8",114,"AM","a"
"8",115,"AE","e"
"8",116,"AN","b"
"8",117,"AH","b"
"8",118,"AF","f"
"8",119,"BB","d"
"8",121,"AS","a"
"9",113,"AT","b"
"9",114,"AT","b"
"9",115,"AP","d"
"9",116,"AP","d"
"9",117,"AX","f"
"9",118,"AX","f"
"9",119,"BI","e"
"9",121,"BI","e"
