"Run","Tag","Ani","Trt"
"1",114,"J","d"
"1",115,"U","c"
"1",116,"G","a"
"1",117,"N","b"
"2",114,"U","c"
"2",115,"J","d"
"2",116,"N","b"
"2",117,"G","a"
"3",114,"B","b"
"3",115,"D","d"
"3",116,"C","c"
"3",117,"X","f"
"4",114,"D","d"
"4",115,"B","b"
"4",116,"X","f"
"4",117,"C","c"
"5",114,"E","e"
"5",115,"L","f"
"5",116,"H","b"
"5",117,"P","d"
"6",114,"L","f"
"6",115,"E","e"
"6",116,"P","d"
"6",117,"H","b"
"7",114,"K","e"
"7",115,"A","a"
"7",116,"V","d"
"7",117,"R","f"
"8",114,"A","a"
"8",115,"K","e"
"8",116,"R","f"
"8",117,"V","d"
"9",114,"O","c"
"9",115,"F","f"
"9",116,"W","e"
"9",117,"S","a"
"10",114,"F","f"
"10",115,"O","c"
"10",116,"S","a"
"10",117,"W","e"
"11",114,"T","b"
"11",115,"M","a"
"11",116,"Q","e"
"11",117,"I","c"
"12",114,"M","a"
"12",115,"T","b"
"12",116,"I","c"
"12",117,"Q","e"
