"Run","Tag","Ani","Trt"
"1",113,"K","c"
"1",114,"L","d"
"1",115,"J","b"
"1",116,"D","d"
"1",117,"F","b"
"1",118,"E","a"
"1",119,"G","c"
"1",121,"M","a"
"2",113,"L","d"
"2",114,"K","c"
"2",115,"D","d"
"2",116,"J","b"
"2",117,"E","a"
"2",118,"F","b"
"2",119,"M","a"
"2",121,"G","c"
"3",113,"A","a"
"3",114,"B","b"
"3",115,"C","c"
"3",116,"I","a"
"3",117,"O","c"
"3",118,"P","d"
"3",119,"N","b"
"3",121,"H","d"
"4",113,"B","b"
"4",114,"A","a"
"4",115,"I","a"
"4",116,"C","c"
"4",117,"P","d"
"4",118,"O","c"
"4",119,"H","d"
"4",121,"N","b"
