"Run","Tag","Ani","Trt"
"1",113,"BL","c"
"1",114,"BN","e"
"1",115,"AM","c"
"1",116,"AD","d"
"1",117,"BK","b"
"1",118,"AA","a"
"1",119,"AO","e"
"1",121,"AU","a"
"2",113,"BN","e"
"2",114,"BL","c"
"2",115,"AD","d"
"2",116,"AM","c"
"2",117,"AA","a"
"2",118,"BK","b"
"2",119,"AU","a"
"2",121,"AO","e"
"3",113,"AS","d"
"3",114,"AV","b"
"3",115,"AY","e"
"3",116,"BI","e"
"3",117,"BB","c"
"3",118,"AQ","b"
"3",119,"AN","d"
"3",121,"BJ","a"
"4",113,"AV","b"
"4",114,"AS","d"
"4",115,"BI","e"
"4",116,"AY","e"
"4",117,"AQ","b"
"4",118,"BB","c"
"4",119,"BJ","a"
"4",121,"AN","d"
"5",113,"AW","c"
"5",114,"AK","a"
"5",115,"BM","d"
"5",116,"AG","b"
"5",117,"AX","d"
"5",118,"BD","e"
"5",119,"AL","b"
"5",121,"AH","c"
"6",113,"AK","a"
"6",114,"AW","c"
"6",115,"AG","b"
"6",116,"BM","d"
"6",117,"BD","e"
"6",118,"AX","d"
"6",119,"AH","c"
"6",121,"AL","b"
"7",113,"AF","a"
"7",114,"BF","b"
"7",115,"AP","a"
"7",116,"BG","c"
"7",117,"BH","d"
"7",118,"AJ","e"
"7",119,"BA","b"
"7",121,"AC","c"
"8",113,"BF","b"
"8",114,"AF","a"
"8",115,"BG","c"
"8",116,"AP","a"
"8",117,"AJ","e"
"8",118,"BH","d"
"8",119,"AC","c"
"8",121,"BA","b"
"9",113,"AT","e"
"9",114,"BC","d"
"9",115,"AB","b"
"9",116,"BE","a"
"9",117,"AZ","a"
"9",118,"AR","c"
"9",119,"AE","e"
"9",121,"AI","d"
"10",113,"BC","d"
"10",114,"AT","e"
"10",115,"BE","a"
"10",116,"AB","b"
"10",117,"AR","c"
"10",118,"AZ","a"
"10",119,"AI","d"
"10",121,"AE","e"
