"Run","Tag","Ani","Trt"
"1",114,"BF","b"
"1",115,"AQ","e"
"1",116,"AM","a"
"1",117,"AC","c"
"2",114,"AQ","e"
"2",115,"BF","b"
"2",116,"AC","c"
"2",117,"AM","a"
"3",114,"AE","e"
"3",115,"BL","b"
"3",116,"AJ","d"
"3",117,"AS","a"
"4",114,"BL","b"
"4",115,"AE","e"
"4",116,"AS","a"
"4",117,"AJ","d"
"5",114,"AX","f"
"5",115,"BB","d"
"5",116,"AU","c"
"5",117,"AZ","b"
"6",114,"BB","d"
"6",115,"AX","f"
"6",116,"AZ","b"
"6",117,"AU","c"
"7",114,"AO","c"
"7",115,"AH","b"
"7",116,"AK","e"
"7",117,"AR","f"
"8",114,"AH","b"
"8",115,"AO","c"
"8",116,"AR","f"
"8",117,"AK","e"
"9",114,"AV","d"
"9",115,"AN","b"
"9",116,"AF","f"
"9",117,"BO","e"
"10",114,"AN","b"
"10",115,"AV","d"
"10",116,"BO","e"
"10",117,"AF","f"
"11",114,"AD","d"
"11",115,"AG","a"
"11",116,"BM","c"
"11",117,"BI","e"
"12",114,"AG","a"
"12",115,"AD","d"
"12",116,"BI","e"
"12",117,"BM","c"
"13",114,"AY","a"
"13",115,"BA","c"
"13",116,"AL","f"
"13",117,"AT","b"
"14",114,"BA","c"
"14",115,"AY","a"
"14",116,"AT","b"
"14",117,"AL","f"
"15",114,"AA","a"
"15",115,"BC","e"
"15",116,"AI","c"
"15",117,"BJ","f"
"16",114,"BC","e"
"16",115,"AA","a"
"16",116,"BJ","f"
"16",117,"AI","c"
"17",114,"AP","d"
"17",115,"BP","f"
"17",116,"AB","b"
"17",117,"BK","a"
"18",114,"BP","f"
"18",115,"AP","d"
"18",116,"BK","a"
"18",117,"AB","b"
"19",114,"BE","a"
"19",115,"BD","f"
"19",116,"BN","d"
"19",117,"AW","e"
"20",114,"BD","f"
"20",115,"BE","a"
"20",116,"AW","e"
"20",117,"BN","d"
"21",114,"BG","c"
"21",115,"BG","c"
"21",116,"BH","d"
"21",117,"BH","d"
