"Run","Tag","Ani","Trt"
"1",113,"P","h"
"1",114,"F","f"
"1",115,"E","e"
"1",116,"Q","a"
"1",117,"R","b"
"1",118,"O","g"
"1",119,"L","d"
"1",121,"S","c"
"2",113,"F","f"
"2",114,"P","h"
"2",115,"Q","a"
"2",116,"E","e"
"2",117,"O","g"
"2",118,"R","b"
"2",119,"S","c"
"2",121,"L","d"
"3",113,"B","b"
"3",114,"U","e"
"3",115,"X","h"
"3",116,"D","d"
"3",117,"K","c"
"3",118,"A","a"
"3",119,"V","f"
"3",121,"G","g"
"4",113,"U","e"
"4",114,"B","b"
"4",115,"D","d"
"4",116,"X","h"
"4",117,"A","a"
"4",118,"K","c"
"4",119,"G","g"
"4",121,"V","f"
"5",113,"W","g"
"5",114,"T","d"
"5",115,"J","b"
"5",116,"C","c"
"5",117,"H","h"
"5",118,"N","f"
"5",119,"M","e"
"5",121,"I","a"
"6",113,"T","d"
"6",114,"W","g"
"6",115,"C","c"
"6",116,"J","b"
"6",117,"N","f"
"6",118,"H","h"
"6",119,"I","a"
"6",121,"M","e"
