"Run","Tag","Ani","Trt"
"1",114,"BI","c"
"1",115,"BB","d"
"1",116,"BS","e"
"1",117,"BD","f"
"2",114,"BB","d"
"2",115,"BI","c"
"2",116,"BD","f"
"2",117,"BS","e"
"3",114,"BR","d"
"3",115,"AQ","a"
"3",116,"BK","e"
"3",117,"BP","b"
"4",114,"AQ","a"
"4",115,"BR","d"
"4",116,"BP","b"
"4",117,"BK","e"
"5",114,"BQ","c"
"5",115,"BN","h"
"5",116,"BG","a"
"5",117,"AO","g"
"6",114,"BN","h"
"6",115,"BQ","c"
"6",116,"AO","g"
"6",117,"BG","a"
"7",114,"BJ","d"
"7",115,"BU","g"
"7",116,"AS","c"
"7",117,"AZ","b"
"8",114,"BU","g"
"8",115,"BJ","d"
"8",116,"AZ","b"
"8",117,"AS","c"
"9",114,"AA","a"
"9",115,"AV","f"
"9",116,"BC","e"
"9",117,"AX","h"
"10",114,"AV","f"
"10",115,"AA","a"
"10",116,"AX","h"
"10",117,"BC","e"
"11",114,"BA","c"
"11",115,"BV","h"
"11",116,"AT","d"
"11",117,"BO","a"
"12",114,"BV","h"
"12",115,"BA","c"
"12",116,"BO","a"
"12",117,"AT","d"
"13",114,"BM","g"
"13",115,"AE","e"
"13",116,"BT","f"
"13",117,"AC","c"
"14",114,"AE","e"
"14",115,"BM","g"
"14",116,"AC","c"
"14",117,"BT","f"
"15",114,"AR","b"
"15",115,"AU","e"
"15",116,"AW","g"
"15",117,"AY","a"
"16",114,"AU","e"
"16",115,"AR","b"
"16",116,"AY","a"
"16",117,"AW","g"
"17",114,"AB","b"
"17",115,"AM","e"
"17",116,"AK","c"
"17",117,"AH","h"
"18",114,"AM","e"
"18",115,"AB","b"
"18",116,"AH","h"
"18",117,"AK","c"
"19",114,"BE","g"
"19",115,"BF","h"
"19",116,"BL","f"
"19",117,"BH","b"
"20",114,"BF","h"
"20",115,"BE","g"
"20",116,"BH","b"
"20",117,"BL","f"
"21",114,"AI","a"
"21",115,"AF","f"
"21",116,"AD","d"
"21",117,"AG","g"
"22",114,"AF","f"
"22",115,"AI","a"
"22",116,"AG","g"
"22",117,"AD","d"
"23",114,"AN","f"
"23",115,"AJ","b"
"23",116,"AP","h"
"23",117,"AL","d"
"24",114,"AJ","b"
"24",115,"AN","f"
"24",116,"AL","d"
"24",117,"AP","h"
