"Run","Tag","Ani","Trt"
"1",114,"D","d"
"1",115,"A","a"
"1",116,"B","b"
"1",117,"C","c"
"2",114,"A","a"
"2",115,"D","d"
"2",116,"C","c"
"2",117,"B","b"
"3",114,"G","c"
"3",115,"F","b"
"3",116,"H","d"
"3",117,"E","a"
"4",114,"F","b"
"4",115,"G","c"
"4",116,"E","a"
"4",117,"H","d"
"5",114,"K","c"
"5",115,"J","b"
"5",116,"L","d"
"5",117,"I","a"
"6",114,"J","b"
"6",115,"K","c"
"6",116,"I","a"
"6",117,"L","d"
"7",114,"M","a"
"7",115,"P","d"
"7",116,"O","c"
"7",117,"N","b"
"8",114,"P","d"
"8",115,"M","a"
"8",116,"N","b"
"8",117,"O","c"
