"Run","Tag","Ani","Trt"
"1",114,"BY","c"
"1",115,"AP","d"
"1",116,"BX","b"
"1",117,"CG","e"
"2",114,"AP","d"
"2",115,"BY","c"
"2",116,"CG","e"
"2",117,"BX","b"
"3",114,"BU","e"
"3",115,"CC","a"
"3",116,"AR","f"
"3",117,"AU","c"
"4",114,"CC","a"
"4",115,"BU","e"
"4",116,"AU","c"
"4",117,"AR","f"
"5",114,"CH","f"
"5",115,"AO","c"
"5",116,"BQ","a"
"5",117,"AB","b"
"6",114,"AO","c"
"6",115,"CH","f"
"6",116,"AB","b"
"6",117,"BQ","a"
"7",114,"BZ","d"
"7",115,"AQ","e"
"7",116,"BP","f"
"7",117,"BW","a"
"8",114,"AQ","e"
"8",115,"BZ","d"
"8",116,"BW","a"
"8",117,"BP","f"
"9",114,"BD","f"
"9",115,"BS","c"
"9",116,"AN","b"
"9",117,"AE","e"
"10",114,"BS","c"
"10",115,"BD","f"
"10",116,"AE","e"
"10",117,"AN","b"
"11",114,"CF","d"
"11",115,"BG","c"
"11",116,"CA","e"
"11",117,"AG","a"
"12",114,"BG","c"
"12",115,"CF","d"
"12",116,"AG","a"
"12",117,"CA","e"
"13",114,"AF","f"
"13",115,"BC","e"
"13",116,"AD","d"
"13",117,"AC","c"
"14",114,"BC","e"
"14",115,"AF","f"
"14",116,"AC","c"
"14",117,"AD","d"
"15",114,"AM","a"
"15",115,"BM","c"
"15",116,"AJ","d"
"15",117,"AT","b"
"16",114,"BM","c"
"16",115,"AM","a"
"16",116,"AT","b"
"16",117,"AJ","d"
"17",114,"BB","d"
"17",115,"BL","b"
"17",116,"CB","f"
"17",117,"AI","c"
"18",114,"BL","b"
"18",115,"BB","d"
"18",116,"AI","c"
"18",117,"CB","f"
"19",114,"AH","b"
"19",115,"BI","e"
"19",116,"BH","d"
"19",117,"BJ","f"
"20",114,"BI","e"
"20",115,"AH","b"
"20",116,"BJ","f"
"20",117,"BH","d"
"21",114,"AV","d"
"21",115,"AX","f"
"21",116,"BA","c"
"21",117,"AY","a"
"22",114,"AX","f"
"22",115,"AV","d"
"22",116,"AY","a"
"22",117,"BA","c"
"23",114,"AL","f"
"23",115,"BK","a"
"23",116,"AK","e"
"23",117,"BF","b"
"24",114,"BK","a"
"24",115,"AL","f"
"24",116,"BF","b"
"24",117,"AK","e"
"25",114,"CD","b"
"25",115,"BE","a"
"25",116,"BN","d"
"25",117,"BV","f"
"26",114,"BE","a"
"26",115,"CD","b"
"26",116,"BV","f"
"26",117,"BN","d"
"27",114,"BR","b"
"27",115,"AW","e"
"27",116,"AA","a"
"27",117,"CE","c"
"28",114,"AW","e"
"28",115,"BR","b"
"28",116,"CE","c"
"28",117,"AA","a"
"29",114,"AS","a"
"29",115,"AZ","b"
"29",116,"BT","d"
"29",117,"BO","e"
"30",114,"AZ","b"
"30",115,"AS","a"
"30",116,"BO","e"
"30",117,"BT","d"
