"Run","Tag","Ani","Trt"
"1",113,"AH","d"
"1",114,"AV","b"
"1",115,"AZ","b"
"1",116,"AG","c"
"1",117,"AP","d"
"1",118,"AW","c"
"1",119,"AY","a"
"1",121,"AE","a"
"2",113,"AV","b"
"2",114,"AH","d"
"2",115,"AG","c"
"2",116,"AZ","b"
"2",117,"AW","c"
"2",118,"AP","d"
"2",119,"AE","a"
"2",121,"AY","a"
"3",113,"AJ","b"
"3",114,"AU","a"
"3",115,"BA","c"
"3",116,"AI","a"
"3",117,"AF","b"
"3",118,"AD","d"
"3",119,"AS","c"
"3",121,"AX","d"
"4",113,"AU","a"
"4",114,"AJ","b"
"4",115,"AI","a"
"4",116,"BA","c"
"4",117,"AD","d"
"4",118,"AF","b"
"4",119,"AX","d"
"4",121,"AS","c"
"5",113,"AL","d"
"5",114,"AA","a"
"5",115,"AR","b"
"5",116,"BB","d"
"5",117,"AK","c"
"5",118,"AM","a"
"5",119,"AB","b"
"5",121,"AO","c"
"6",113,"AA","a"
"6",114,"AL","d"
"6",115,"BB","d"
"6",116,"AR","b"
"6",117,"AM","a"
"6",118,"AK","c"
"6",119,"AO","c"
"6",121,"AB","b"
"7",113,"AC","c"
"7",114,"AC","c"
"7",115,"AQ","a"
"7",116,"AQ","a"
"7",117,"AN","b"
"7",118,"AN","b"
"7",119,"AT","d"
"7",121,"AT","d"
