"Run","Tag","Ani","Trt"
"1",114,"C","c"
"1",115,"B","b"
"1",116,"A","a"
"1",117,"D","d"
"2",114,"B","b"
"2",115,"C","c"
"2",116,"D","d"
"2",117,"A","a"
"3",114,"H","d"
"3",115,"E","a"
"3",116,"F","b"
"3",117,"G","c"
"4",114,"E","a"
"4",115,"H","d"
"4",116,"G","c"
"4",117,"F","b"
"5",114,"J","b"
"5",115,"K","c"
"5",116,"L","d"
"5",117,"I","a"
"6",114,"K","c"
"6",115,"J","b"
"6",116,"I","a"
"6",117,"L","d"
"7",114,"M","a"
"7",115,"P","d"
"7",116,"O","c"
"7",117,"N","b"
"8",114,"P","d"
"8",115,"M","a"
"8",116,"N","b"
"8",117,"O","c"
"9",114,"S","c"
"9",115,"Q","a"
"9",116,"T","d"
"9",117,"R","b"
"10",114,"Q","a"
"10",115,"S","c"
"10",116,"R","b"
"10",117,"T","d"
"11",114,"V","b"
"11",115,"X","d"
"11",116,"U","a"
"11",117,"W","c"
"12",114,"X","d"
"12",115,"V","b"
"12",116,"W","c"
"12",117,"U","a"
