"Run","Tag","Ani","Trt"
"1",114,"CN","b"
"1",115,"BB","d"
"1",116,"CG","c"
"1",117,"AG","g"
"2",114,"BB","d"
"2",115,"CN","b"
"2",116,"AG","g"
"2",117,"CG","c"
"3",114,"BR","d"
"3",115,"AX","h"
"3",116,"AS","c"
"3",117,"AM","e"
"4",114,"AX","h"
"4",115,"BR","d"
"4",116,"AM","e"
"4",117,"AS","c"
"5",114,"AF","f"
"5",115,"AK","c"
"5",116,"AL","d"
"5",117,"AA","a"
"6",114,"AK","c"
"6",115,"AF","f"
"6",116,"AA","a"
"6",117,"AL","d"
"7",114,"CC","g"
"7",115,"AQ","a"
"7",116,"CL","h"
"7",117,"CP","d"
"8",114,"AQ","a"
"8",115,"CC","g"
"8",116,"CP","d"
"8",117,"CL","h"
"9",114,"BC","e"
"9",115,"BA","c"
"9",116,"AT","d"
"9",117,"BG","a"
"10",114,"BA","c"
"10",115,"BC","e"
"10",116,"BG","a"
"10",117,"AT","d"
"11",114,"BM","g"
"11",115,"BD","f"
"11",116,"AJ","b"
"11",117,"BI","c"
"12",114,"BD","f"
"12",115,"BM","g"
"12",116,"BI","c"
"12",117,"AJ","b"
"13",114,"BZ","d"
"13",115,"BV","h"
"13",116,"BS","e"
"13",117,"AW","g"
"14",114,"BV","h"
"14",115,"BZ","d"
"14",116,"AW","g"
"14",117,"BS","e"
"15",114,"BK","e"
"15",115,"AR","b"
"15",116,"AD","d"
"15",117,"CZ","f"
"16",114,"AR","b"
"16",115,"BK","e"
"16",116,"CZ","f"
"16",117,"AD","d"
"17",114,"BJ","d"
"17",115,"BH","b"
"17",116,"CT","h"
"17",117,"AI","a"
"18",114,"BH","b"
"18",115,"BJ","d"
"18",116,"AI","a"
"18",117,"CT","h"
"19",114,"CR","f"
"19",115,"CF","b"
"19",116,"AY","a"
"19",117,"BN","h"
"20",114,"CF","b"
"20",115,"CR","f"
"20",116,"BN","h"
"20",117,"AY","a"
"21",114,"AN","f"
"21",115,"CS","g"
"21",116,"CX","d"
"21",117,"BW","a"
"22",114,"CS","g"
"22",115,"AN","f"
"22",116,"BW","a"
"22",117,"CX","d"
"23",114,"DB","h"
"23",115,"AE","e"
"23",116,"BP","b"
"23",117,"AC","c"
"24",114,"AE","e"
"24",115,"DB","h"
"24",116,"AC","c"
"24",117,"BP","b"
"25",114,"CA","e"
"25",115,"CU","a"
"25",116,"CV","b"
"25",117,"BE","g"
"26",114,"CU","a"
"26",115,"CA","e"
"26",116,"BE","g"
"26",117,"CV","b"
"27",114,"CO","c"
"27",115,"BO","a"
"27",116,"CK","g"
"27",117,"CD","h"
"28",114,"BO","a"
"28",115,"CO","c"
"28",116,"CD","h"
"28",117,"CK","g"
"29",114,"BT","f"
"29",115,"CW","c"
"29",116,"AP","h"
"29",117,"AZ","b"
"30",114,"CW","c"
"30",115,"BT","f"
"30",116,"AZ","b"
"30",117,"AP","h"
"31",114,"CY","e"
"31",115,"AH","h"
"31",116,"AV","f"
"31",117,"BU","g"
"32",114,"AH","h"
"32",115,"CY","e"
"32",116,"BU","g"
"32",117,"AV","f"
"33",114,"CM","a"
"33",115,"BX","b"
"33",116,"CQ","e"
"33",117,"BY","c"
"34",114,"BX","b"
"34",115,"CM","a"
"34",116,"BY","c"
"34",117,"CQ","e"
"35",114,"CE","a"
"35",115,"BF","h"
"35",116,"BL","f"
"35",117,"AU","e"
"36",114,"BF","h"
"36",115,"CE","a"
"36",116,"AU","e"
"36",117,"BL","f"
"37",114,"DA","g"
"37",115,"CH","d"
"37",116,"CB","f"
"37",117,"AB","b"
"38",114,"CH","d"
"38",115,"DA","g"
"38",116,"AB","b"
"38",117,"CB","f"
"39",114,"AO","g"
"39",115,"BQ","c"
"39",116,"CI","e"
"39",117,"CJ","f"
"40",114,"BQ","c"
"40",115,"AO","g"
"40",116,"CJ","f"
"40",117,"CI","e"
