"Run","Tag","Ani","Trt"
"1",113,"Q","e"
"1",114,"I","c"
"1",115,"L","f"
"1",116,"K","e"
"1",117,"V","d"
"1",118,"M","a"
"1",119,"O","c"
"1",121,"H","b"
"2",113,"I","c"
"2",114,"Q","e"
"2",115,"K","e"
"2",116,"L","f"
"2",117,"M","a"
"2",118,"V","d"
"2",119,"H","b"
"2",121,"O","c"
"3",113,"R","f"
"3",114,"B","b"
"3",115,"C","c"
"3",116,"D","d"
"3",117,"N","b"
"3",118,"E","e"
"3",119,"X","f"
"3",121,"G","a"
"4",113,"B","b"
"4",114,"R","f"
"4",115,"D","d"
"4",116,"C","c"
"4",117,"E","e"
"4",118,"N","b"
"4",119,"G","a"
"4",121,"X","f"
"5",113,"J","d"
"5",114,"A","a"
"5",115,"S","a"
"5",116,"T","b"
"5",117,"U","c"
"5",118,"F","f"
"5",119,"W","e"
"5",121,"P","d"
"6",113,"A","a"
"6",114,"J","d"
"6",115,"T","b"
"6",116,"S","a"
"6",117,"F","f"
"6",118,"U","c"
"6",119,"P","d"
"6",121,"W","e"
