"Run","Tag","Ani","Trt"
"1",113,"AA","a"
"1",114,"AC","c"
"1",115,"AF","f"
"1",116,"AB","b"
"1",117,"AG","g"
"1",118,"AH","h"
"1",119,"AD","d"
"1",121,"AE","e"
"2",113,"AC","c"
"2",114,"AA","a"
"2",115,"AB","b"
"2",116,"AF","f"
"2",117,"AH","h"
"2",118,"AG","g"
"2",119,"AE","e"
"2",121,"AD","d"
"3",113,"CA","e"
"3",114,"CC","g"
"3",115,"BW","a"
"3",116,"CD","h"
"3",117,"BZ","d"
"3",118,"BY","c"
"3",119,"CB","f"
"3",121,"BX","b"
"4",113,"CC","g"
"4",114,"CA","e"
"4",115,"CD","h"
"4",116,"BW","a"
"4",117,"BY","c"
"4",118,"BZ","d"
"4",119,"BX","b"
"4",121,"CB","f"
"5",113,"AS","c"
"5",114,"AW","g"
"5",115,"AQ","a"
"5",116,"AT","d"
"5",117,"AR","b"
"5",118,"AV","f"
"5",119,"AU","e"
"5",121,"AX","h"
"6",113,"AW","g"
"6",114,"AS","c"
"6",115,"AT","d"
"6",116,"AQ","a"
"6",117,"AV","f"
"6",118,"AR","b"
"6",119,"AX","h"
"6",121,"AU","e"
"7",113,"CN","b"
"7",114,"CP","d"
"7",115,"CQ","e"
"7",116,"BE","g"
"7",117,"AY","a"
"7",118,"CT","h"
"7",119,"CR","f"
"7",121,"CO","c"
"8",113,"CP","d"
"8",114,"CN","b"
"8",115,"BE","g"
"8",116,"CQ","e"
"8",117,"CT","h"
"8",118,"AY","a"
"8",119,"CO","c"
"8",121,"CR","f"
"9",113,"BL","f"
"9",114,"BN","h"
"9",115,"BJ","d"
"9",116,"BI","c"
"9",117,"BK","e"
"9",118,"BH","b"
"9",119,"BM","g"
"9",121,"BG","a"
"10",113,"BN","h"
"10",114,"BL","f"
"10",115,"BI","c"
"10",116,"BJ","d"
"10",117,"BH","b"
"10",118,"BK","e"
"10",119,"BG","a"
"10",121,"BM","g"
"11",113,"BP","b"
"11",114,"BS","e"
"11",115,"BQ","c"
"11",116,"BV","h"
"11",117,"BR","d"
"11",118,"BT","f"
"11",119,"BU","g"
"11",121,"BO","a"
"12",113,"BS","e"
"12",114,"BP","b"
"12",115,"BV","h"
"12",116,"BQ","c"
"12",117,"BT","f"
"12",118,"BR","d"
"12",119,"BO","a"
"12",121,"BU","g"
"13",113,"AO","g"
"13",114,"AI","a"
"13",115,"AN","f"
"13",116,"AJ","b"
"13",117,"AM","e"
"13",118,"AL","d"
"13",119,"AP","h"
"13",121,"AK","c"
"14",113,"AI","a"
"14",114,"AO","g"
"14",115,"AJ","b"
"14",116,"AN","f"
"14",117,"AL","d"
"14",118,"AM","e"
"14",119,"AK","c"
"14",121,"AP","h"
"15",113,"CH","d"
"15",114,"CF","b"
"15",115,"CG","c"
"15",116,"CJ","f"
"15",117,"CK","g"
"15",118,"CI","e"
"15",119,"CL","h"
"15",121,"CE","a"
"16",113,"CF","b"
"16",114,"CH","d"
"16",115,"CJ","f"
"16",116,"CG","c"
"16",117,"CI","e"
"16",118,"CK","g"
"16",119,"CE","a"
"16",121,"CL","h"
"17",113,"BF","h"
"17",114,"BD","f"
"17",115,"BC","e"
"17",116,"CS","g"
"17",117,"CM","a"
"17",118,"BA","c"
"17",119,"BB","d"
"17",121,"AZ","b"
"18",113,"BD","f"
"18",114,"BF","h"
"18",115,"CS","g"
"18",116,"BC","e"
"18",117,"BA","c"
"18",118,"CM","a"
"18",119,"AZ","b"
"18",121,"BB","d"
