"Run","Tag","Ani","Trt"
"1",113,"AB","b"
"1",114,"AG","g"
"1",115,"AH","h"
"1",116,"AA","a"
"1",117,"AD","d"
"1",118,"AE","e"
"1",119,"AF","f"
"1",121,"AC","c"
"2",113,"AG","g"
"2",114,"AB","b"
"2",115,"AA","a"
"2",116,"AH","h"
"2",117,"AE","e"
"2",118,"AD","d"
"2",119,"AC","c"
"2",121,"AF","f"
"3",113,"AJ","b"
"3",114,"AP","h"
"3",115,"AN","f"
"3",116,"AO","g"
"3",117,"AM","e"
"3",118,"AI","a"
"3",119,"AL","d"
"3",121,"CO","c"
"4",113,"AP","h"
"4",114,"AJ","b"
"4",115,"AO","g"
"4",116,"AN","f"
"4",117,"AI","a"
"4",118,"AM","e"
"4",119,"CO","c"
"4",121,"AL","d"
"5",113,"AV","f"
"5",114,"AW","g"
"5",115,"AT","d"
"5",116,"AU","e"
"5",117,"AR","b"
"5",118,"AX","h"
"5",119,"AS","c"
"5",121,"AQ","a"
"6",113,"AW","g"
"6",114,"AV","f"
"6",115,"AU","e"
"6",116,"AT","d"
"6",117,"AX","h"
"6",118,"AR","b"
"6",119,"AQ","a"
"6",121,"AS","c"
"7",113,"CD","h"
"7",114,"BW","a"
"7",115,"BZ","d"
"7",116,"BY","c"
"7",117,"CB","f"
"7",118,"CC","g"
"7",119,"BC","e"
"7",121,"BX","b"
"8",113,"BW","a"
"8",114,"CD","h"
"8",115,"BY","c"
"8",116,"BZ","d"
"8",117,"CC","g"
"8",118,"CB","f"
"8",119,"BX","b"
"8",121,"BC","e"
"9",113,"BJ","d"
"9",114,"BG","a"
"9",115,"BK","e"
"9",116,"BM","g"
"9",117,"BL","f"
"9",118,"BI","c"
"9",119,"BH","b"
"9",121,"BN","h"
"10",113,"BG","a"
"10",114,"BJ","d"
"10",115,"BM","g"
"10",116,"BK","e"
"10",117,"BI","c"
"10",118,"BL","f"
"10",119,"BN","h"
"10",121,"BH","b"
"11",113,"BO","a"
"11",114,"BS","e"
"11",115,"BV","h"
"11",116,"BQ","c"
"11",117,"BP","b"
"11",118,"BR","d"
"11",119,"BT","f"
"11",121,"BU","g"
"12",113,"BS","e"
"12",114,"BO","a"
"12",115,"BQ","c"
"12",116,"BV","h"
"12",117,"BR","d"
"12",118,"BP","b"
"12",119,"BU","g"
"12",121,"BT","f"
"13",113,"CA","e"
"13",114,"BD","f"
"13",115,"AZ","b"
"13",116,"BA","c"
"13",117,"BF","h"
"13",118,"AY","a"
"13",119,"BB","d"
"13",121,"BE","g"
"14",113,"BD","f"
"14",114,"CA","e"
"14",115,"BA","c"
"14",116,"AZ","b"
"14",117,"AY","a"
"14",118,"BF","h"
"14",119,"BE","g"
"14",121,"BB","d"
"15",113,"CI","e"
"15",114,"CG","c"
"15",115,"CF","b"
"15",116,"CJ","f"
"15",117,"CK","g"
"15",118,"CE","a"
"15",119,"CH","d"
"15",121,"CL","h"
"16",113,"CG","c"
"16",114,"CI","e"
"16",115,"CJ","f"
"16",116,"CF","b"
"16",117,"CE","a"
"16",118,"CK","g"
"16",119,"CL","h"
"16",121,"CH","d"
"17",113,"AK","c"
"17",114,"CT","h"
"17",115,"CM","a"
"17",116,"CP","d"
"17",117,"CS","g"
"17",118,"CN","b"
"17",119,"CR","f"
"17",121,"CQ","e"
"18",113,"CT","h"
"18",114,"AK","c"
"18",115,"CP","d"
"18",116,"CM","a"
"18",117,"CN","b"
"18",118,"CS","g"
"18",119,"CQ","e"
"18",121,"CR","f"
"19",113,"CX","d"
"19",114,"CZ","f"
"19",115,"CV","b"
"19",116,"DB","h"
"19",117,"CW","c"
"19",118,"CY","e"
"19",119,"CU","a"
"19",121,"DA","g"
"20",113,"CZ","f"
"20",114,"CX","d"
"20",115,"DB","h"
"20",116,"CV","b"
"20",117,"CY","e"
"20",118,"CW","c"
"20",119,"DA","g"
"20",121,"CU","a"
