"Run","Tag","Ani","Trt"
"1",114,"B","b"
"1",115,"A","a"
"1",116,"L","b"
"1",117,"K","a"
"2",114,"A","a"
"2",115,"B","b"
"2",116,"K","a"
"2",117,"L","b"
"3",114,"M","a"
"3",115,"H","b"
"3",116,"F","b"
"3",117,"C","a"
"4",114,"H","b"
"4",115,"M","a"
"4",116,"C","a"
"4",117,"F","b"
"5",114,"I","a"
"5",115,"G","a"
"5",116,"P","b"
"5",117,"N","b"
"6",114,"G","a"
"6",115,"I","a"
"6",116,"N","b"
"6",117,"P","b"
"7",114,"J","b"
"7",115,"D","b"
"7",116,"O","a"
"7",117,"E","a"
"8",114,"D","b"
"8",115,"J","b"
"8",116,"E","a"
"8",117,"O","a"
