"Run","Tag","Ani","Trt"
"1",113,"AG","g"
"1",114,"AB","b"
"1",115,"AL","e"
"1",116,"AJ","c"
"1",117,"AO","a"
"1",118,"BA","f"
"1",119,"AY","d"
"1",121,"AV","a"
"2",113,"AB","b"
"2",114,"AG","g"
"2",115,"AJ","c"
"2",116,"AL","e"
"2",117,"BA","f"
"2",118,"AO","a"
"2",119,"AV","a"
"2",121,"AY","d"
"3",113,"AQ","c"
"3",114,"AE","e"
"3",115,"AT","f"
"3",116,"AH","a"
"3",117,"AK","d"
"3",118,"AZ","e"
"3",119,"AN","g"
"3",121,"AW","b"
"4",113,"AE","e"
"4",114,"AQ","c"
"4",115,"AH","a"
"4",116,"AT","f"
"4",117,"AZ","e"
"4",118,"AK","d"
"4",119,"AW","b"
"4",121,"AN","g"
"5",113,"AM","f"
"5",114,"AA","a"
"5",115,"AI","b"
"5",116,"AR","d"
"5",117,"AX","c"
"5",118,"AU","g"
"5",119,"AF","f"
"5",121,"AS","e"
"6",113,"AA","a"
"6",114,"AM","f"
"6",115,"AR","d"
"6",116,"AI","b"
"6",117,"AU","g"
"6",118,"AX","c"
"6",119,"AS","e"
"6",121,"AF","f"
"7",113,"AD","d"
"7",114,"AD","d"
"7",115,"BB","g"
"7",116,"BB","g"
"7",117,"AP","b"
"7",118,"AP","b"
"7",119,"AC","c"
"7",121,"AC","c"
