"Run","Tag","Ani","Trt"
"1",113,"G","a"
"1",114,"I","a"
"1",115,"J","b"
"1",116,"A","a"
"1",117,"K","a"
"1",118,"B","b"
"1",119,"P","b"
"1",121,"F","b"
"2",113,"I","a"
"2",114,"G","a"
"2",115,"A","a"
"2",116,"J","b"
"2",117,"B","b"
"2",118,"K","a"
"2",119,"F","b"
"2",121,"P","b"
"3",113,"N","b"
"3",114,"D","b"
"3",115,"L","b"
"3",116,"C","a"
"3",117,"M","a"
"3",118,"H","b"
"3",119,"E","a"
"3",121,"O","a"
"4",113,"D","b"
"4",114,"N","b"
"4",115,"C","a"
"4",116,"L","b"
"4",117,"H","b"
"4",118,"M","a"
"4",119,"O","a"
"4",121,"E","a"
