"Run","Tag","Ani","Trt"
"1",113,"BZ","d"
"1",114,"CB","f"
"1",115,"CE","c"
"1",116,"BO","e"
"1",117,"BQ","a"
"1",118,"AH","b"
"1",119,"BG","c"
"1",121,"CH","f"
"2",113,"CB","f"
"2",114,"BZ","d"
"2",115,"BO","e"
"2",116,"CE","c"
"2",117,"AH","b"
"2",118,"BQ","a"
"2",119,"CH","f"
"2",121,"BG","c"
"3",113,"CD","b"
"3",114,"AA","a"
"3",115,"BX","b"
"3",116,"AK","e"
"3",117,"BN","d"
"3",118,"BM","c"
"3",119,"AQ","e"
"3",121,"BV","f"
"4",113,"AA","a"
"4",114,"CD","b"
"4",115,"AK","e"
"4",116,"BX","b"
"4",117,"BM","c"
"4",118,"BN","d"
"4",119,"BV","f"
"4",121,"AQ","e"
"5",113,"AM","a"
"5",114,"CF","d"
"5",115,"BS","c"
"5",116,"AL","f"
"5",117,"AR","f"
"5",118,"CA","e"
"5",119,"AT","b"
"5",121,"AP","d"
"6",113,"CF","d"
"6",114,"AM","a"
"6",115,"AL","f"
"6",116,"BS","c"
"6",117,"CA","e"
"6",118,"AR","f"
"6",119,"AP","d"
"6",121,"AT","b"
"7",113,"BC","e"
"7",114,"BD","f"
"7",115,"BE","a"
"7",116,"AZ","b"
"7",117,"AY","a"
"7",118,"BB","d"
"7",119,"BA","c"
"7",121,"BF","b"
"8",113,"BD","f"
"8",114,"BC","e"
"8",115,"AZ","b"
"8",116,"BE","a"
"8",117,"BB","d"
"8",118,"AY","a"
"8",119,"BF","b"
"8",121,"BA","c"
"9",113,"AJ","d"
"9",114,"BY","c"
"9",115,"AB","b"
"9",116,"BK","a"
"9",117,"BJ","f"
"9",118,"BL","b"
"9",119,"AD","d"
"9",121,"BI","e"
"10",113,"BY","c"
"10",114,"AJ","d"
"10",115,"BK","a"
"10",116,"AB","b"
"10",117,"BL","b"
"10",118,"BJ","f"
"10",119,"BI","e"
"10",121,"AD","d"
"11",113,"BR","b"
"11",114,"AX","f"
"11",115,"BP","f"
"11",116,"AO","c"
"11",117,"BU","e"
"11",118,"AG","a"
"11",119,"CC","a"
"11",121,"BH","d"
"12",113,"AX","f"
"12",114,"BR","b"
"12",115,"AO","c"
"12",116,"BP","f"
"12",117,"AG","a"
"12",118,"BU","e"
"12",119,"BH","d"
"12",121,"CC","a"
"13",113,"AW","e"
"13",114,"CG","e"
"13",115,"AS","a"
"13",116,"AV","d"
"13",117,"AF","f"
"13",118,"AC","c"
"13",119,"AU","c"
"13",121,"AN","b"
"14",113,"CG","e"
"14",114,"AW","e"
"14",115,"AV","d"
"14",116,"AS","a"
"14",117,"AC","c"
"14",118,"AF","f"
"14",119,"AN","b"
"14",121,"AU","c"
"15",113,"AI","c"
"15",114,"AI","c"
"15",115,"BT","d"
"15",116,"BT","d"
"15",117,"AE","e"
"15",118,"AE","e"
"15",119,"BW","a"
"15",121,"BW","a"
