"Run","Tag","Ani","Trt"
"1",114,"BH","d"
"1",115,"AM","a"
"1",116,"AU","c"
"1",117,"AH","b"
"2",114,"AM","a"
"2",115,"BH","d"
"2",116,"AH","b"
"2",117,"AU","c"
"3",114,"BG","c"
"3",115,"AZ","b"
"3",116,"AK","e"
"3",117,"AG","a"
"4",114,"AZ","b"
"4",115,"BG","c"
"4",116,"AG","a"
"4",117,"AK","e"
"5",114,"AS","a"
"5",115,"AI","c"
"5",116,"AX","f"
"5",117,"BI","e"
"6",114,"AI","c"
"6",115,"AS","a"
"6",116,"BI","e"
"6",117,"AX","f"
"7",114,"AY","a"
"7",115,"AC","c"
"7",116,"BD","f"
"7",117,"AP","d"
"8",114,"AC","c"
"8",115,"AY","a"
"8",116,"AP","d"
"8",117,"BD","f"
"9",114,"AR","f"
"9",115,"AT","b"
"9",116,"BB","d"
"9",117,"BC","e"
"10",114,"AT","b"
"10",115,"AR","f"
"10",116,"BC","e"
"10",117,"BB","d"
"11",114,"AW","e"
"11",115,"AL","f"
"11",116,"AA","a"
"11",117,"AV","d"
"12",114,"AL","f"
"12",115,"AW","e"
"12",116,"AV","d"
"12",117,"AA","a"
"13",114,"AF","f"
"13",115,"AQ","e"
"13",116,"BA","c"
"13",117,"BF","b"
"14",114,"AQ","e"
"14",115,"AF","f"
"14",116,"BF","b"
"14",117,"BA","c"
"15",114,"AD","d"
"15",115,"AE","e"
"15",116,"AB","b"
"15",117,"BE","a"
"16",114,"AE","e"
"16",115,"AD","d"
"16",116,"BE","a"
"16",117,"AB","b"
"17",114,"AJ","d"
"17",115,"AN","b"
"17",116,"BJ","f"
"17",117,"AO","c"
"18",114,"AN","b"
"18",115,"AJ","d"
"18",116,"AO","c"
"18",117,"BJ","f"
