"Run","Tag","Ani","Trt"
"1",113,"AC","c"
"1",114,"AH","a"
"1",115,"AF","f"
"1",116,"AG","g"
"1",117,"AB","b"
"1",118,"AD","d"
"1",119,"AE","e"
"1",121,"AA","a"
"2",113,"AH","a"
"2",114,"AC","c"
"2",115,"AG","g"
"2",116,"AF","f"
"2",117,"AD","d"
"2",118,"AB","b"
"2",119,"AA","a"
"2",121,"AE","e"
"3",113,"AN","g"
"3",114,"AK","d"
"3",115,"AP","b"
"3",116,"AM","f"
"3",117,"AO","a"
"3",118,"AL","e"
"3",119,"AJ","c"
"3",121,"AI","b"
"4",113,"AK","d"
"4",114,"AN","g"
"4",115,"AM","f"
"4",116,"AP","b"
"4",117,"AL","e"
"4",118,"AO","a"
"4",119,"AI","b"
"4",121,"AJ","c"
"5",113,"AR","d"
"5",114,"AW","b"
"5",115,"AX","c"
"5",116,"AV","a"
"5",117,"AT","f"
"5",118,"AS","e"
"5",119,"AQ","c"
"5",121,"AU","g"
"6",113,"AW","b"
"6",114,"AR","d"
"6",115,"AV","a"
"6",116,"AX","c"
"6",117,"AS","e"
"6",118,"AT","f"
"6",119,"AU","g"
"6",121,"AQ","c"
"7",113,"BD","b"
"7",114,"AZ","e"
"7",115,"AY","d"
"7",116,"BC","a"
"7",117,"BE","c"
"7",118,"BB","g"
"7",119,"BF","d"
"7",121,"BA","f"
"8",113,"AZ","e"
"8",114,"BD","b"
"8",115,"BC","a"
"8",116,"AY","d"
"8",117,"BB","g"
"8",118,"BE","c"
"8",119,"BA","f"
"8",121,"BF","d"
"9",113,"BG","e"
"9",114,"BH","f"
"9",115,"BI","g"
"9",116,"BM","d"
"9",117,"BL","c"
"9",118,"BJ","a"
"9",119,"BN","e"
"9",121,"BK","b"
"10",113,"BH","f"
"10",114,"BG","e"
"10",115,"BM","d"
"10",116,"BI","g"
"10",117,"BJ","a"
"10",118,"BL","c"
"10",119,"BK","b"
"10",121,"BN","e"
"11",113,"BO","f"
"11",114,"BS","c"
"11",115,"BY","b"
"11",116,"CB","e"
"11",117,"BT","d"
"11",118,"CD","g"
"11",119,"BP","g"
"11",121,"BQ","a"
"12",113,"BS","c"
"12",114,"BO","f"
"12",115,"CB","e"
"12",116,"BY","b"
"12",117,"CD","g"
"12",118,"BT","d"
"12",119,"BQ","a"
"12",121,"BP","g"
"13",113,"BX","a"
"13",114,"BW","g"
"13",115,"BZ","c"
"13",116,"BU","e"
"13",117,"CC","f"
"13",118,"BR","b"
"13",119,"CA","d"
"13",121,"BV","f"
"14",113,"BW","g"
"14",114,"BX","a"
"14",115,"BU","e"
"14",116,"BZ","c"
"14",117,"BR","b"
"14",118,"CC","f"
"14",119,"BV","f"
"14",121,"CA","d"
