"Run","Tag","Ani","Trt"
"1",114,"BB","c"
"1",115,"AE","e"
"1",116,"AZ","a"
"1",117,"AG","b"
"2",114,"AE","e"
"2",115,"BB","c"
"2",116,"AG","b"
"2",117,"AZ","a"
"3",114,"AK","a"
"3",115,"AS","d"
"3",116,"AM","c"
"3",117,"AT","e"
"4",114,"AS","d"
"4",115,"AK","a"
"4",116,"AT","e"
"4",117,"AM","c"
"5",114,"AY","e"
"5",115,"AC","c"
"5",116,"AF","a"
"5",117,"AB","b"
"6",114,"AC","c"
"6",115,"AY","e"
"6",116,"AB","b"
"6",117,"AF","a"
"7",114,"BD","e"
"7",115,"AP","a"
"7",116,"AX","d"
"7",117,"BA","b"
"8",114,"AP","a"
"8",115,"BD","e"
"8",116,"BA","b"
"8",117,"AX","d"
"9",114,"AU","a"
"9",115,"AV","b"
"9",116,"AJ","e"
"9",117,"AD","d"
"10",114,"AV","b"
"10",115,"AU","a"
"10",116,"AD","d"
"10",117,"AJ","e"
"11",114,"AQ","b"
"11",115,"AR","c"
"11",116,"BC","d"
"11",117,"AO","e"
"12",114,"AR","c"
"12",115,"AQ","b"
"12",116,"AO","e"
"12",117,"BC","d"
"13",114,"AI","d"
"13",115,"AL","b"
"13",116,"AH","c"
"13",117,"AA","a"
"14",114,"AL","b"
"14",115,"AI","d"
"14",116,"AA","a"
"14",117,"AH","c"
"15",114,"AN","d"
"15",115,"AN","d"
"15",116,"AW","c"
"15",117,"AW","c"
