"Run","Tag","Ani","Trt"
"1",113,"H","h"
"1",114,"I","a"
"1",115,"C","c"
"1",116,"L","d"
"1",117,"B","b"
"1",118,"E","e"
"1",119,"G","g"
"1",121,"F","f"
"2",113,"I","a"
"2",114,"H","h"
"2",115,"L","d"
"2",116,"C","c"
"2",117,"E","e"
"2",118,"B","b"
"2",119,"F","f"
"2",121,"G","g"
"3",113,"N","f"
"3",114,"J","b"
"3",115,"A","a"
"3",116,"O","g"
"3",117,"K","c"
"3",118,"D","d"
"3",119,"P","h"
"3",121,"M","e"
"4",113,"J","b"
"4",114,"N","f"
"4",115,"O","g"
"4",116,"A","a"
"4",117,"D","d"
"4",118,"K","c"
"4",119,"M","e"
"4",121,"P","h"
