"Run","Tag","Ani","Trt"
"1",114,"T","e"
"1",115,"R","c"
"1",116,"D","d"
"1",117,"B","b"
"2",114,"R","c"
"2",115,"T","e"
"2",116,"B","b"
"2",117,"D","d"
"3",114,"G","b"
"3",115,"S","d"
"3",116,"M","c"
"3",117,"F","a"
"4",114,"S","d"
"4",115,"G","b"
"4",116,"F","a"
"4",117,"M","c"
"5",114,"C","c"
"5",115,"K","a"
"5",116,"L","b"
"5",117,"O","e"
"6",114,"K","a"
"6",115,"C","c"
"6",116,"O","e"
"6",117,"L","b"
"7",114,"Q","b"
"7",115,"N","d"
"7",116,"A","a"
"7",117,"J","e"
"8",114,"N","d"
"8",115,"Q","b"
"8",116,"J","e"
"8",117,"A","a"
"9",114,"P","a"
"9",115,"E","e"
"9",116,"I","d"
"9",117,"H","c"
"10",114,"E","e"
"10",115,"P","a"
"10",116,"H","c"
"10",117,"I","d"
