"Run","Tag","Ani","Trt"
"1",114,"AW","e"
"1",115,"BD","f"
"1",116,"AI","c"
"1",117,"AN","b"
"2",114,"BD","f"
"2",115,"AW","e"
"2",116,"AN","b"
"2",117,"AI","c"
"3",114,"AM","a"
"3",115,"AC","c"
"3",116,"BB","d"
"3",117,"AX","f"
"4",114,"AC","c"
"4",115,"AM","a"
"4",116,"AX","f"
"4",117,"BB","d"
"5",114,"AV","d"
"5",115,"AR","f"
"5",116,"AS","a"
"5",117,"AK","e"
"6",114,"AR","f"
"6",115,"AV","d"
"6",116,"AK","e"
"6",117,"AS","a"
"7",114,"AT","b"
"7",115,"AY","a"
"7",116,"AE","e"
"7",117,"AD","d"
"8",114,"AY","a"
"8",115,"AT","b"
"8",116,"AD","d"
"8",117,"AE","e"
"9",114,"AG","a"
"9",115,"AB","b"
"9",116,"AP","d"
"9",117,"AU","c"
"10",114,"AB","b"
"10",115,"AG","a"
"10",116,"AU","c"
"10",117,"AP","d"
"11",114,"AQ","e"
"11",115,"AJ","d"
"11",116,"AH","b"
"11",117,"BA","c"
"12",114,"AJ","d"
"12",115,"AQ","e"
"12",116,"BA","c"
"12",117,"AH","b"
"13",114,"BC","e"
"13",115,"AO","c"
"13",116,"AA","a"
"13",117,"AL","f"
"14",114,"AO","c"
"14",115,"BC","e"
"14",116,"AL","f"
"14",117,"AA","a"
"15",114,"AZ","b"
"15",115,"AZ","b"
"15",116,"AF","f"
"15",117,"AF","f"
