"Run","Tag","Ani","Trt"
"1",113,"AG","g"
"1",114,"AB","b"
"1",115,"AF","f"
"1",116,"AA","a"
"1",117,"AD","d"
"1",118,"AC","c"
"1",119,"AH","h"
"1",121,"AE","e"
"2",113,"AB","b"
"2",114,"AG","g"
"2",115,"AA","a"
"2",116,"AF","f"
"2",117,"AC","c"
"2",118,"AD","d"
"2",119,"AE","e"
"2",121,"AH","h"
"3",113,"AP","h"
"3",114,"AO","g"
"3",115,"AK","c"
"3",116,"AL","d"
"3",117,"AI","a"
"3",118,"AM","e"
"3",119,"AN","f"
"3",121,"AJ","b"
"4",113,"AO","g"
"4",114,"AP","h"
"4",115,"AL","d"
"4",116,"AK","c"
"4",117,"AM","e"
"4",118,"AI","a"
"4",119,"AJ","b"
"4",121,"AN","f"
"5",113,"AU","e"
"5",114,"AV","f"
"5",115,"AS","c"
"5",116,"AW","g"
"5",117,"AX","h"
"5",118,"AR","b"
"5",119,"AQ","a"
"5",121,"AT","d"
"6",113,"AV","f"
"6",114,"AU","e"
"6",115,"AW","g"
"6",116,"AS","c"
"6",117,"AR","b"
"6",118,"AX","h"
"6",119,"AT","d"
"6",121,"AQ","a"
"7",113,"BD","f"
"7",114,"AY","a"
"7",115,"BF","h"
"7",116,"BE","g"
"7",117,"BA","c"
"7",118,"AZ","b"
"7",119,"BB","d"
"7",121,"BC","e"
"8",113,"AY","a"
"8",114,"BD","f"
"8",115,"BE","g"
"8",116,"BF","h"
"8",117,"AZ","b"
"8",118,"BA","c"
"8",119,"BC","e"
"8",121,"BB","d"
"9",113,"BI","c"
"9",114,"BJ","d"
"9",115,"BH","b"
"9",116,"BK","e"
"9",117,"BL","f"
"9",118,"BM","g"
"9",119,"BG","a"
"9",121,"BN","h"
"10",113,"BJ","d"
"10",114,"BI","c"
"10",115,"BK","e"
"10",116,"BH","b"
"10",117,"BM","g"
"10",118,"BL","f"
"10",119,"BN","h"
"10",121,"BG","a"
"11",113,"BV","h"
"11",114,"BO","a"
"11",115,"BR","d"
"11",116,"BP","b"
"11",117,"BS","e"
"11",118,"BT","f"
"11",119,"BU","g"
"11",121,"BQ","c"
"12",113,"BO","a"
"12",114,"BV","h"
"12",115,"BP","b"
"12",116,"BR","d"
"12",117,"BT","f"
"12",118,"BS","e"
"12",119,"BQ","c"
"12",121,"BU","g"
