"Run","Tag","Ani","Trt"
"1",114,"BW","a"
"1",115,"AX","h"
"1",116,"AU","e"
"1",117,"AL","d"
"2",114,"AX","h"
"2",115,"BW","a"
"2",116,"AL","d"
"2",117,"AU","e"
"3",114,"AI","a"
"3",115,"BE","g"
"3",116,"AT","d"
"3",117,"AC","c"
"4",114,"BE","g"
"4",115,"AI","a"
"4",116,"AC","c"
"4",117,"AT","d"
"5",114,"BY","c"
"5",115,"BP","b"
"5",116,"AP","h"
"5",117,"CK","g"
"6",114,"BP","b"
"6",115,"BY","c"
"6",116,"CK","g"
"6",117,"AP","h"
"7",114,"CH","d"
"7",115,"BX","b"
"7",116,"BK","e"
"7",117,"BI","c"
"8",114,"BX","b"
"8",115,"CH","d"
"8",116,"BI","c"
"8",117,"BK","e"
"9",114,"AH","h"
"9",115,"BC","e"
"9",116,"BU","g"
"9",117,"BQ","c"
"10",114,"BC","e"
"10",115,"AH","h"
"10",116,"BQ","c"
"10",117,"BU","g"
"11",114,"BF","h"
"11",115,"BJ","d"
"11",116,"BT","f"
"11",117,"CE","a"
"12",114,"BJ","d"
"12",115,"BF","h"
"12",116,"CE","a"
"12",117,"BT","f"
"13",114,"AE","e"
"13",115,"BL","f"
"13",116,"AG","g"
"13",117,"CD","h"
"14",114,"BL","f"
"14",115,"AE","e"
"14",116,"CD","h"
"14",117,"AG","g"
"15",114,"BH","b"
"15",115,"CA","e"
"15",116,"AV","f"
"15",117,"AY","a"
"16",114,"CA","e"
"16",115,"BH","b"
"16",116,"AY","a"
"16",117,"AV","f"
"17",114,"AS","c"
"17",115,"AQ","a"
"17",116,"CF","b"
"17",117,"CL","h"
"18",114,"AQ","a"
"18",115,"AS","c"
"18",116,"CL","h"
"18",117,"CF","b"
"19",114,"AN","f"
"19",115,"BA","c"
"19",116,"BG","a"
"19",117,"AM","e"
"20",114,"BA","c"
"20",115,"AN","f"
"20",116,"AM","e"
"20",117,"BG","a"
"21",114,"BS","e"
"21",115,"CG","c"
"21",116,"CB","f"
"21",117,"AB","b"
"22",114,"CG","c"
"22",115,"BS","e"
"22",116,"AB","b"
"22",117,"CB","f"
"23",114,"AJ","b"
"23",115,"AD","d"
"23",116,"BD","f"
"23",117,"CC","g"
"24",114,"AD","d"
"24",115,"AJ","b"
"24",116,"CC","g"
"24",117,"BD","f"
"25",114,"BM","g"
"25",115,"BB","d"
"25",116,"CI","e"
"25",117,"AA","a"
"26",114,"BB","d"
"26",115,"BM","g"
"26",116,"AA","a"
"26",117,"CI","e"
"27",114,"BV","h"
"27",115,"AF","f"
"27",116,"BR","d"
"27",117,"AZ","b"
"28",114,"AF","f"
"28",115,"BV","h"
"28",116,"AZ","b"
"28",117,"BR","d"
"29",114,"AW","g"
"29",115,"BO","a"
"29",116,"AR","b"
"29",117,"BN","h"
"30",114,"BO","a"
"30",115,"AW","g"
"30",116,"BN","h"
"30",117,"AR","b"
"31",114,"AO","g"
"31",115,"CJ","f"
"31",116,"BZ","d"
"31",117,"AK","c"
"32",114,"CJ","f"
"32",115,"AO","g"
"32",116,"AK","c"
"32",117,"BZ","d"
