"Run","Tag","Ani","Trt"
"1",114,"J","a"
"1",115,"G","a"
"1",116,"H","b"
"1",117,"L","c"
"2",114,"G","a"
"2",115,"J","a"
"2",116,"L","c"
"2",117,"H","b"
"3",114,"K","b"
"3",115,"I","c"
"3",116,"D","a"
"3",117,"C","c"
"4",114,"I","c"
"4",115,"K","b"
"4",116,"C","c"
"4",117,"D","a"
"5",114,"E","b"
"5",115,"A","a"
"5",116,"B","b"
"5",117,"F","c"
"6",114,"A","a"
"6",115,"E","b"
"6",116,"F","c"
"6",117,"B","b"
"7",114,"N","b"
"7",115,"O","c"
"7",116,"P","a"
"7",117,"M","a"
"8",114,"O","c"
"8",115,"N","b"
"8",116,"M","a"
"8",117,"P","a"
"9",114,"R","c"
"9",115,"R","c"
"9",116,"Q","b"
"9",117,"Q","b"
