"Run","Tag","Ani","Trt"
"1",114,"AC","c"
"1",115,"AD","d"
"1",116,"AA","a"
"1",117,"AB","b"
"2",114,"AD","d"
"2",115,"AC","c"
"2",116,"AB","b"
"2",117,"AA","a"
"3",114,"AG","c"
"3",115,"AE","a"
"3",116,"AH","d"
"3",117,"AF","b"
"4",114,"AE","a"
"4",115,"AG","c"
"4",116,"AF","b"
"4",117,"AH","d"
"5",114,"AL","d"
"5",115,"AJ","b"
"5",116,"AK","c"
"5",117,"AI","a"
"6",114,"AJ","b"
"6",115,"AL","d"
"6",116,"AI","a"
"6",117,"AK","c"
"7",114,"AP","d"
"7",115,"AM","a"
"7",116,"AO","c"
"7",117,"AN","b"
"8",114,"AM","a"
"8",115,"AP","d"
"8",116,"AN","b"
"8",117,"AO","c"
"9",114,"AQ","a"
"9",115,"AS","c"
"9",116,"AR","b"
"9",117,"AT","d"
"10",114,"AS","c"
"10",115,"AQ","a"
"10",116,"AT","d"
"10",117,"AR","b"
"11",114,"AV","b"
"11",115,"AU","a"
"11",116,"AW","c"
"11",117,"AX","d"
"12",114,"AU","a"
"12",115,"AV","b"
"12",116,"AX","d"
"12",117,"AW","c"
"13",114,"BB","d"
"13",115,"AZ","b"
"13",116,"BA","c"
"13",117,"AY","a"
"14",114,"AZ","b"
"14",115,"BB","d"
"14",116,"AY","a"
"14",117,"BA","c"
"15",114,"BD","b"
"15",115,"BE","c"
"15",116,"BC","a"
"15",117,"BF","d"
"16",114,"BE","c"
"16",115,"BD","b"
"16",116,"BF","d"
"16",117,"BC","a"
