"Run","Tag","Cag","Ani","Trt"
"1",113,"1","A","a"
"1",114,"1","C","c"
"1",115,"1","G","b"
"1",116,"1","I","d"
"1",117,"2","G","b"
"1",118,"2","F","a"
"1",119,"2","D","d"
"1",121,"2","E","e"
"2",113,"1","C","c"
"2",114,"1","A","a"
"2",115,"1","I","d"
"2",116,"1","G","b"
"2",117,"2","F","a"
"2",118,"2","G","b"
"2",119,"2","E","e"
"2",121,"2","D","d"
"3",113,"1","D","d"
"3",114,"1","B","b"
"3",115,"1","J","e"
"3",116,"1","F","a"
"3",117,"2","J","e"
"3",118,"2","H","c"
"3",119,"2","A","a"
"3",121,"2","C","c"
"4",113,"1","B","b"
"4",114,"1","D","d"
"4",115,"1","F","a"
"4",116,"1","J","e"
"4",117,"2","H","c"
"4",118,"2","J","e"
"4",119,"2","C","c"
"4",121,"2","A","a"
"5",113,"1","E","e"
"5",114,"1","E","e"
"5",115,"1","H","c"
"5",116,"1","H","c"
"5",117,"2","I","d"
"5",118,"2","I","d"
"5",119,"2","B","b"
"5",121,"2","B","b"
