"Run","Tag","Cag","Ani","Trt"
"1",114,"1","A","a"
"1",115,"1","B","b"
"1",116,"4","D","d"
"1",117,"4","C","c"
"2",114,"1","B","b"
"2",115,"1","A","a"
"2",116,"4","C","c"
"2",117,"4","D","d"
"3",114,"1","C","c"
"3",115,"1","D","d"
"3",116,"4","B","b"
"3",117,"4","A","a"
"4",114,"1","D","d"
"4",115,"1","C","c"
"4",116,"4","A","a"
"4",117,"4","B","b"
"5",114,"2","C","c"
"5",115,"2","B","b"
"5",116,"5","D","d"
"5",117,"5","A","a"
"6",114,"2","B","b"
"6",115,"2","C","c"
"6",116,"5","A","a"
"6",117,"5","D","d"
"7",114,"2","A","a"
"7",115,"2","D","d"
"7",116,"5","C","c"
"7",117,"5","B","b"
"8",114,"2","D","d"
"8",115,"2","A","a"
"8",116,"5","B","b"
"8",117,"5","C","c"
"9",114,"3","A","a"
"9",115,"3","C","c"
"9",116,"6","B","b"
"9",117,"6","D","d"
"10",114,"3","C","c"
"10",115,"3","A","a"
"10",116,"6","D","d"
"10",117,"6","B","b"
"11",114,"3","B","b"
"11",115,"3","D","d"
"11",116,"6","C","c"
"11",117,"6","A","a"
"12",114,"3","D","d"
"12",115,"3","B","b"
"12",116,"6","A","a"
"12",117,"6","C","c"
