"Run","Tag","Cag","Ani","Trt"
"1",114,"1","A","a"
"1",115,"2","B","b"
"1",116,"4","C","c"
"1",117,"5","A","a"
"2",114,"2","B","b"
"2",115,"1","A","a"
"2",116,"5","A","a"
"2",117,"4","C","c"
"3",114,"1","C","c"
"3",115,"2","A","a"
"3",116,"4","B","b"
"3",117,"5","B","b"
"4",114,"2","A","a"
"4",115,"1","C","c"
"4",116,"5","B","b"
"4",117,"4","B","b"
"5",114,"2","C","c"
"5",115,"1","B","b"
"5",116,"5","C","c"
"5",117,"4","A","a"
"6",114,"1","B","b"
"6",115,"2","C","c"
"6",116,"4","A","a"
"6",117,"5","C","c"
"7",114,"3","A","a"
"7",115,"3","B","b"
"7",116,"6","C","c"
"7",117,"6","B","b"
"8",114,"3","B","b"
"8",115,"3","A","a"
"8",116,"6","B","b"
"8",117,"6","C","c"
"9",114,"3","C","c"
"9",115,"3","C","c"
"9",116,"6","A","a"
"9",117,"6","A","a"
