"Run","Tag","Cag","Ani","Trt"
"1",114,"2","C","c"
"1",115,"1","B","b"
"1",116,"2","B","b"
"1",117,"1","D","a"
"2",114,"1","B","b"
"2",115,"2","C","c"
"2",116,"1","D","a"
"2",117,"2","B","b"
"3",114,"1","C","c"
"3",115,"2","D","a"
"3",116,"2","A","a"
"3",117,"1","E","b"
"4",114,"2","D","a"
"4",115,"1","C","c"
"4",116,"1","E","b"
"4",117,"2","A","a"
"5",114,"2","E","b"
"5",115,"1","A","a"
"5",116,"1","F","c"
"5",117,"2","F","c"
"6",114,"1","A","a"
"6",115,"2","E","b"
"6",116,"2","F","c"
"6",117,"1","F","c"
"7",114,"3","A","a"
"7",115,"3","B","b"
"7",116,"3","D","a"
"7",117,"3","C","c"
"8",114,"3","B","b"
"8",115,"3","A","a"
"8",116,"3","C","c"
"8",117,"3","D","a"
"9",114,"3","F","c"
"9",115,"3","F","c"
"9",116,"3","E","b"
"9",117,"3","E","b"
