"Run","Tag","Cag","Ani","Trt"
"1",114,"1","E","e"
"1",115,"2","N","g"
"1",116,"2","H","a"
"1",117,"1","M","f"
"2",114,"2","N","g"
"2",115,"1","E","e"
"2",116,"1","M","f"
"2",117,"2","H","a"
"3",114,"2","J","c"
"3",115,"2","E","e"
"3",116,"1","I","b"
"3",117,"1","A","a"
"4",114,"2","E","e"
"4",115,"2","J","c"
"4",116,"1","A","a"
"4",117,"1","I","b"
"5",114,"1","J","c"
"5",115,"1","B","b"
"5",116,"2","G","g"
"5",117,"2","L","e"
"6",114,"1","B","b"
"6",115,"1","J","c"
"6",116,"2","L","e"
"6",117,"2","G","g"
"7",114,"1","L","e"
"7",115,"1","N","g"
"7",116,"2","F","f"
"7",117,"2","K","d"
"8",114,"1","N","g"
"8",115,"1","L","e"
"8",116,"2","K","d"
"8",117,"2","F","f"
"9",114,"2","A","a"
"9",115,"1","D","d"
"9",116,"1","F","f"
"9",117,"2","B","b"
"10",114,"1","D","d"
"10",115,"2","A","a"
"10",116,"2","B","b"
"10",117,"1","F","f"
"11",114,"1","H","a"
"11",115,"2","D","d"
"11",116,"1","G","g"
"11",117,"2","C","c"
"12",114,"2","D","d"
"12",115,"1","H","a"
"12",116,"2","C","c"
"12",117,"1","G","g"
"13",114,"2","I","b"
"13",115,"2","M","f"
"13",116,"1","K","d"
"13",117,"1","C","c"
"14",114,"2","M","f"
"14",115,"2","I","b"
"14",116,"1","C","c"
"14",117,"1","K","d"
"15",114,"3","B","b"
"15",115,"3","N","g"
"15",116,"3","K","d"
"15",117,"3","H","a"
"16",114,"3","N","g"
"16",115,"3","B","b"
"16",116,"3","H","a"
"16",117,"3","K","d"
"17",114,"3","A","a"
"17",115,"3","F","f"
"17",116,"3","C","c"
"17",117,"3","L","e"
"18",114,"3","F","f"
"18",115,"3","A","a"
"18",116,"3","L","e"
"18",117,"3","C","c"
"19",114,"3","J","c"
"19",115,"3","M","f"
"19",116,"3","I","b"
"19",117,"3","G","g"
"20",114,"3","M","f"
"20",115,"3","J","c"
"20",116,"3","G","g"
"20",117,"3","I","b"
"21",114,"3","D","d"
"21",115,"3","D","d"
"21",116,"3","E","e"
"21",117,"3","E","e"
