"Run","Tag","Cag","Ani","Trt"
"1",114,"1","H","h"
"1",115,"1","C","c"
"1",116,"1","D","d"
"1",117,"1","E","e"
"2",114,"1","C","c"
"2",115,"1","H","h"
"2",116,"1","E","e"
"2",117,"1","D","d"
"3",114,"1","G","g"
"3",115,"1","A","a"
"3",116,"1","B","b"
"3",117,"1","F","f"
"4",114,"1","A","a"
"4",115,"1","G","g"
"4",116,"1","F","f"
"4",117,"1","B","b"
"5",114,"2","C","c"
"5",115,"2","D","d"
"5",116,"2","G","g"
"5",117,"2","A","a"
"6",114,"2","D","d"
"6",115,"2","C","c"
"6",116,"2","A","a"
"6",117,"2","G","g"
"7",114,"2","B","b"
"7",115,"2","H","h"
"7",116,"2","F","f"
"7",117,"2","E","e"
"8",114,"2","H","h"
"8",115,"2","B","b"
"8",116,"2","E","e"
"8",117,"2","F","f"
"9",114,"3","B","b"
"9",115,"3","G","g"
"9",116,"3","C","c"
"9",117,"3","H","h"
"10",114,"3","G","g"
"10",115,"3","B","b"
"10",116,"3","H","h"
"10",117,"3","C","c"
"11",114,"3","F","f"
"11",115,"3","A","a"
"11",116,"3","D","d"
"11",117,"3","E","e"
"12",114,"3","A","a"
"12",115,"3","F","f"
"12",116,"3","E","e"
"12",117,"3","D","d"
"13",114,"4","E","e"
"13",115,"4","C","c"
"13",116,"4","A","a"
"13",117,"4","B","b"
"14",114,"4","C","c"
"14",115,"4","E","e"
"14",116,"4","B","b"
"14",117,"4","A","a"
"15",114,"4","D","d"
"15",115,"4","F","f"
"15",116,"4","H","h"
"15",117,"4","G","g"
"16",114,"4","F","f"
"16",115,"4","D","d"
"16",116,"4","G","g"
"16",117,"4","H","h"
"17",114,"5","E","e"
"17",115,"5","G","g"
"17",116,"5","B","b"
"17",117,"5","D","d"
"18",114,"5","G","g"
"18",115,"5","E","e"
"18",116,"5","D","d"
"18",117,"5","B","b"
"19",114,"5","A","a"
"19",115,"5","H","h"
"19",116,"5","F","f"
"19",117,"5","C","c"
"20",114,"5","H","h"
"20",115,"5","A","a"
"20",116,"5","C","c"
"20",117,"5","F","f"
"21",114,"6","D","d"
"21",115,"6","B","b"
"21",116,"6","H","h"
"21",117,"6","A","a"
"22",114,"6","B","b"
"22",115,"6","D","d"
"22",116,"6","A","a"
"22",117,"6","H","h"
"23",114,"6","F","f"
"23",115,"6","E","e"
"23",116,"6","G","g"
"23",117,"6","C","c"
"24",114,"6","E","e"
"24",115,"6","F","f"
"24",116,"6","C","c"
"24",117,"6","G","g"
