"Run","Tag","Cag","Ani","Trt"
"1",113,"3","C","c"
"1",114,"2","B","b"
"1",115,"2","A","a"
"1",116,"3","D","d"
"1",117,"5","D","d"
"1",118,"4","A","a"
"1",119,"4","B","b"
"1",121,"5","C","c"
"2",113,"2","B","b"
"2",114,"3","C","c"
"2",115,"3","D","d"
"2",116,"2","A","a"
"2",117,"4","A","a"
"2",118,"5","D","d"
"2",119,"5","C","c"
"2",121,"4","B","b"
"3",113,"3","A","a"
"3",114,"1","D","d"
"3",115,"1","C","c"
"3",116,"3","B","b"
"3",117,"4","C","c"
"3",118,"6","A","a"
"3",119,"4","D","d"
"3",121,"6","B","b"
"4",113,"1","D","d"
"4",114,"3","A","a"
"4",115,"3","B","b"
"4",116,"1","C","c"
"4",117,"6","A","a"
"4",118,"4","C","c"
"4",119,"6","B","b"
"4",121,"4","D","d"
"5",113,"1","B","b"
"5",114,"2","C","c"
"5",115,"2","D","d"
"5",116,"1","A","a"
"5",117,"5","B","b"
"5",118,"6","C","c"
"5",119,"6","D","d"
"5",121,"5","A","a"
"6",113,"2","C","c"
"6",114,"1","B","b"
"6",115,"1","A","a"
"6",116,"2","D","d"
"6",117,"6","C","c"
"6",118,"5","B","b"
"6",119,"5","A","a"
"6",121,"6","D","d"
