"Run","Tag","Cag","Ani","Trt"
"1",114,"1","L","f"
"1",115,"1","A","a"
"1",116,"3","E","e"
"1",117,"3","D","d"
"2",114,"1","A","a"
"2",115,"1","L","f"
"2",116,"3","D","d"
"2",117,"3","E","e"
"3",114,"1","I","c"
"3",115,"1","D","d"
"3",116,"3","L","f"
"3",117,"3","G","a"
"4",114,"1","D","d"
"4",115,"1","I","c"
"4",116,"3","G","a"
"4",117,"3","L","f"
"5",114,"1","F","f"
"5",115,"1","H","b"
"5",116,"3","J","d"
"5",117,"3","C","c"
"6",114,"1","H","b"
"6",115,"1","F","f"
"6",116,"3","C","c"
"6",117,"3","J","d"
"7",114,"1","G","a"
"7",115,"1","B","b"
"7",116,"3","K","e"
"7",117,"3","I","c"
"8",114,"1","B","b"
"8",115,"1","G","a"
"8",116,"3","I","c"
"8",117,"3","K","e"
"9",114,"1","J","d"
"9",115,"1","E","e"
"9",116,"3","H","b"
"9",117,"3","A","a"
"10",114,"1","E","e"
"10",115,"1","J","d"
"10",116,"3","A","a"
"10",117,"3","H","b"
"11",114,"1","C","c"
"11",115,"1","K","e"
"11",116,"3","B","b"
"11",117,"3","F","f"
"12",114,"1","K","e"
"12",115,"1","C","c"
"12",116,"3","F","f"
"12",117,"3","B","b"
"13",114,"2","H","b"
"13",115,"2","F","f"
"13",116,"4","I","c"
"13",117,"4","A","a"
"14",114,"2","F","f"
"14",115,"2","H","b"
"14",116,"4","A","a"
"14",117,"4","I","c"
"15",114,"2","D","d"
"15",115,"2","A","a"
"15",116,"4","L","f"
"15",117,"4","H","b"
"16",114,"2","A","a"
"16",115,"2","D","d"
"16",116,"4","H","b"
"16",117,"4","L","f"
"17",114,"2","B","b"
"17",115,"2","G","a"
"17",116,"4","F","f"
"17",117,"4","K","e"
"18",114,"2","G","a"
"18",115,"2","B","b"
"18",116,"4","K","e"
"18",117,"4","F","f"
"19",114,"2","L","f"
"19",115,"2","I","c"
"19",116,"4","J","d"
"19",117,"4","E","e"
"20",114,"2","I","c"
"20",115,"2","L","f"
"20",116,"4","E","e"
"20",117,"4","J","d"
"21",114,"2","J","d"
"21",115,"2","K","e"
"21",116,"4","B","b"
"21",117,"4","C","c"
"22",114,"2","K","e"
"22",115,"2","J","d"
"22",116,"4","C","c"
"22",117,"4","B","b"
"23",114,"2","C","c"
"23",115,"2","E","e"
"23",116,"4","D","d"
"23",117,"4","G","a"
"24",114,"2","E","e"
"24",115,"2","C","c"
"24",116,"4","G","a"
"24",117,"4","D","d"
