"Run","Tag","Cag","Ani","Trt"
"1",114,"1","F","f"
"1",115,"2","G","g"
"1",116,"4","D","d"
"1",117,"3","C","c"
"2",114,"2","G","g"
"2",115,"1","F","f"
"2",116,"3","C","c"
"2",117,"4","D","d"
"3",114,"2","E","e"
"3",115,"1","G","g"
"3",116,"3","F","f"
"3",117,"4","B","b"
"4",114,"1","G","g"
"4",115,"2","E","e"
"4",116,"4","B","b"
"4",117,"3","F","f"
"5",114,"2","A","a"
"5",115,"1","C","c"
"5",116,"3","B","b"
"5",117,"4","F","f"
"6",114,"1","C","c"
"6",115,"2","A","a"
"6",116,"4","F","f"
"6",117,"3","B","b"
"7",114,"2","C","c"
"7",115,"1","E","e"
"7",116,"3","A","a"
"7",117,"4","G","g"
"8",114,"1","E","e"
"8",115,"2","C","c"
"8",116,"4","G","g"
"8",117,"3","A","a"
"9",114,"1","D","d"
"9",115,"2","B","b"
"9",116,"4","C","c"
"9",117,"3","E","e"
"10",114,"2","B","b"
"10",115,"1","D","d"
"10",116,"3","E","e"
"10",117,"4","C","c"
"11",114,"2","F","f"
"11",115,"1","A","a"
"11",116,"4","E","e"
"11",117,"3","D","d"
"12",114,"1","A","a"
"12",115,"2","F","f"
"12",116,"3","D","d"
"12",117,"4","E","e"
"13",114,"2","D","d"
"13",115,"1","B","b"
"13",116,"3","G","g"
"13",117,"4","A","a"
"14",114,"1","B","b"
"14",115,"2","D","d"
"14",116,"4","A","a"
"14",117,"3","G","g"
