"Run","Tag","Cag","Ani","Trt"
"1",114,"1","G","b"
"1",115,"1","A","a"
"1",116,"3","I","d"
"1",117,"3","E","e"
"2",114,"1","A","a"
"2",115,"1","G","b"
"2",116,"3","E","e"
"2",117,"3","I","d"
"3",114,"1","H","c"
"3",115,"1","D","d"
"3",116,"3","G","b"
"3",117,"3","J","e"
"4",114,"1","D","d"
"4",115,"1","H","c"
"4",116,"3","J","e"
"4",117,"3","G","b"
"5",114,"1","B","b"
"5",115,"1","E","e"
"5",116,"3","A","a"
"5",117,"3","H","c"
"6",114,"1","E","e"
"6",115,"1","B","b"
"6",116,"3","H","c"
"6",117,"3","A","a"
"7",114,"1","I","d"
"7",115,"1","J","e"
"7",116,"3","F","a"
"7",117,"3","C","c"
"8",114,"1","J","e"
"8",115,"1","I","d"
"8",116,"3","C","c"
"8",117,"3","F","a"
"9",114,"1","F","a"
"9",115,"1","C","c"
"9",116,"3","B","b"
"9",117,"3","D","d"
"10",114,"1","C","c"
"10",115,"1","F","a"
"10",116,"3","D","d"
"10",117,"3","B","b"
"11",114,"2","G","b"
"11",115,"2","A","a"
"11",116,"4","I","d"
"11",117,"4","C","c"
"12",114,"2","A","a"
"12",115,"2","G","b"
"12",116,"4","C","c"
"12",117,"4","I","d"
"13",114,"2","E","e"
"13",115,"2","B","b"
"13",116,"4","F","a"
"13",117,"4","D","d"
"14",114,"2","B","b"
"14",115,"2","E","e"
"14",116,"4","D","d"
"14",117,"4","F","a"
"15",114,"2","C","c"
"15",115,"2","J","e"
"15",116,"4","A","a"
"15",117,"4","B","b"
"16",114,"2","J","e"
"16",115,"2","C","c"
"16",116,"4","B","b"
"16",117,"4","A","a"
"17",114,"2","D","d"
"17",115,"2","H","c"
"17",116,"4","G","b"
"17",117,"4","J","e"
"18",114,"2","H","c"
"18",115,"2","D","d"
"18",116,"4","J","e"
"18",117,"4","G","b"
"19",114,"2","F","a"
"19",115,"2","I","d"
"19",116,"4","E","e"
"19",117,"4","H","c"
"20",114,"2","I","d"
"20",115,"2","F","a"
"20",116,"4","H","c"
"20",117,"4","E","e"
