"Run","Tag","Cag","Ani","Trt"
"1",113,"1","A","a"
"1",114,"1","B","b"
"1",115,"3","D","d"
"1",116,"3","B","b"
"1",117,"5","D","d"
"1",118,"5","C","c"
"1",119,"7","A","a"
"1",121,"7","C","c"
"2",113,"1","B","b"
"2",114,"1","A","a"
"2",115,"3","B","b"
"2",116,"3","D","d"
"2",117,"5","C","c"
"2",118,"5","D","d"
"2",119,"7","C","c"
"2",121,"7","A","a"
"3",113,"1","D","d"
"3",114,"1","C","c"
"3",115,"3","A","a"
"3",116,"3","C","c"
"3",117,"5","A","a"
"3",118,"5","B","b"
"3",119,"7","B","b"
"3",121,"7","D","d"
"4",113,"1","C","c"
"4",114,"1","D","d"
"4",115,"3","C","c"
"4",116,"3","A","a"
"4",117,"5","B","b"
"4",118,"5","A","a"
"4",119,"7","D","d"
"4",121,"7","B","b"
"5",113,"2","D","d"
"5",114,"2","B","b"
"5",115,"4","A","a"
"5",116,"4","C","c"
"5",117,"6","B","b"
"5",118,"6","C","c"
"5",119,"8","D","d"
"5",121,"8","A","a"
"6",113,"2","B","b"
"6",114,"2","D","d"
"6",115,"4","C","c"
"6",116,"4","A","a"
"6",117,"6","C","c"
"6",118,"6","B","b"
"6",119,"8","A","a"
"6",121,"8","D","d"
"7",113,"2","C","c"
"7",114,"2","A","a"
"7",115,"4","D","d"
"7",116,"4","B","b"
"7",117,"6","D","d"
"7",118,"6","A","a"
"7",119,"8","B","b"
"7",121,"8","C","c"
"8",113,"2","A","a"
"8",114,"2","C","c"
"8",115,"4","B","b"
"8",116,"4","D","d"
"8",117,"6","A","a"
"8",118,"6","D","d"
"8",119,"8","C","c"
"8",121,"8","B","b"
