"Run","Tag","Cag","Ani","Trt"
"1",113,"2","E","e"
"1",114,"1","C","c"
"1",115,"3","B","b"
"1",116,"4","A","a"
"1",117,"5","A","a"
"1",118,"6","D","d"
"1",119,"8","D","d"
"1",121,"7","B","b"
"2",113,"1","C","c"
"2",114,"2","E","e"
"2",115,"4","A","a"
"2",116,"3","B","b"
"2",117,"6","D","d"
"2",118,"5","A","a"
"2",119,"7","B","b"
"2",121,"8","D","d"
"3",113,"2","A","a"
"3",114,"1","B","b"
"3",115,"3","D","d"
"3",116,"4","E","e"
"3",117,"5","C","c"
"3",118,"6","B","b"
"3",119,"7","A","a"
"3",121,"8","C","c"
"4",113,"1","B","b"
"4",114,"2","A","a"
"4",115,"4","E","e"
"4",116,"3","D","d"
"4",117,"6","B","b"
"4",118,"5","C","c"
"4",119,"8","C","c"
"4",121,"7","A","a"
"5",113,"1","A","a"
"5",114,"2","C","c"
"5",115,"4","D","d"
"5",116,"3","E","e"
"5",117,"6","A","a"
"5",118,"5","E","e"
"5",119,"7","D","d"
"5",121,"8","B","b"
"6",113,"2","C","c"
"6",114,"1","A","a"
"6",115,"3","E","e"
"6",116,"4","D","d"
"6",117,"5","E","e"
"6",118,"6","A","a"
"6",119,"8","B","b"
"6",121,"7","D","d"
"7",113,"2","B","b"
"7",114,"1","D","d"
"7",115,"4","C","c"
"7",116,"3","A","a"
"7",117,"5","D","d"
"7",118,"6","C","c"
"7",119,"8","E","e"
"7",121,"7","E","e"
"8",113,"1","D","d"
"8",114,"2","B","b"
"8",115,"3","A","a"
"8",116,"4","C","c"
"8",117,"6","C","c"
"8",118,"5","D","d"
"8",119,"7","E","e"
"8",121,"8","E","e"
"9",113,"2","D","d"
"9",114,"1","E","e"
"9",115,"4","B","b"
"9",116,"3","C","c"
"9",117,"5","B","b"
"9",118,"6","E","e"
"9",119,"8","A","a"
"9",121,"7","C","c"
"10",113,"1","E","e"
"10",114,"2","D","d"
"10",115,"3","C","c"
"10",116,"4","B","b"
"10",117,"6","E","e"
"10",118,"5","B","b"
"10",119,"7","C","c"
"10",121,"8","A","a"
