"Run","Tag","Cag","Ani","Trt"
"1",114,"1","C","a"
"1",115,"1","B","b"
"1",116,"3","D","b"
"1",117,"3","C","a"
"2",114,"1","B","b"
"2",115,"1","C","a"
"2",116,"3","C","a"
"2",117,"3","D","b"
"3",114,"1","A","a"
"3",115,"1","D","b"
"3",116,"3","B","b"
"3",117,"3","A","a"
"4",114,"1","D","b"
"4",115,"1","A","a"
"4",116,"3","A","a"
"4",117,"3","B","b"
"5",114,"2","C","a"
"5",115,"2","D","b"
"5",116,"4","C","a"
"5",117,"4","D","b"
"6",114,"2","D","b"
"6",115,"2","C","a"
"6",116,"4","D","b"
"6",117,"4","C","a"
"7",114,"2","B","b"
"7",115,"2","A","a"
"7",116,"4","B","b"
"7",117,"4","A","a"
"8",114,"2","A","a"
"8",115,"2","B","b"
"8",116,"4","A","a"
"8",117,"4","B","b"
