"Run","Tag","Cag","Ani","Trt"
"1",114,"1","B","b"
"1",115,"1","A","a"
"1",116,"2","W","e"
"1",117,"2","D","d"
"2",114,"1","A","a"
"2",115,"1","B","b"
"2",116,"2","D","d"
"2",117,"2","W","e"
"3",114,"1","O","c"
"3",115,"1","W","e"
"3",116,"2","B","b"
"3",117,"2","F","f"
"4",114,"1","W","e"
"4",115,"1","O","c"
"4",116,"2","F","f"
"4",117,"2","B","b"
"5",114,"1","J","d"
"5",115,"1","G","a"
"5",116,"2","K","e"
"5",117,"2","C","c"
"6",114,"1","G","a"
"6",115,"1","J","d"
"6",116,"2","C","c"
"6",117,"2","K","e"
"7",114,"1","R","f"
"7",115,"1","I","c"
"7",116,"2","Q","e"
"7",117,"2","J","d"
"8",114,"1","I","c"
"8",115,"1","R","f"
"8",116,"2","J","d"
"8",117,"2","Q","e"
"9",114,"1","P","d"
"9",115,"1","S","a"
"9",116,"2","T","b"
"9",117,"2","X","f"
"10",114,"1","S","a"
"10",115,"1","P","d"
"10",116,"2","X","f"
"10",117,"2","T","b"
"11",114,"1","Q","e"
"11",115,"1","C","c"
"11",116,"2","N","b"
"11",117,"2","M","a"
"12",114,"1","C","c"
"12",115,"1","Q","e"
"12",116,"2","M","a"
"12",117,"2","N","b"
"13",114,"1","L","f"
"13",115,"1","D","d"
"13",116,"2","S","a"
"13",117,"2","U","c"
"14",114,"1","D","d"
"14",115,"1","L","f"
"14",116,"2","U","c"
"14",117,"2","S","a"
"15",114,"1","N","b"
"15",115,"1","M","a"
"15",116,"2","L","f"
"15",117,"2","I","c"
"16",114,"1","M","a"
"16",115,"1","N","b"
"16",116,"2","I","c"
"16",117,"2","L","f"
"17",114,"1","V","d"
"17",115,"1","T","b"
"17",116,"2","E","e"
"17",117,"2","O","c"
"18",114,"1","T","b"
"18",115,"1","V","d"
"18",116,"2","O","c"
"18",117,"2","E","e"
"19",114,"1","E","e"
"19",115,"1","X","f"
"19",116,"2","G","a"
"19",117,"2","H","b"
"20",114,"1","X","f"
"20",115,"1","E","e"
"20",116,"2","H","b"
"20",117,"2","G","a"
"21",114,"1","H","b"
"21",115,"1","U","c"
"21",116,"2","P","d"
"21",117,"2","R","f"
"22",114,"1","U","c"
"22",115,"1","H","b"
"22",116,"2","R","f"
"22",117,"2","P","d"
"23",114,"1","F","f"
"23",115,"1","K","e"
"23",116,"2","V","d"
"23",117,"2","A","a"
"24",114,"1","K","e"
"24",115,"1","F","f"
"24",116,"2","A","a"
"24",117,"2","V","d"
