"Run","Tag","Cag","Ani","Trt"
"1",114,"2","D","d"
"1",115,"1","B","b"
"1",116,"1","E","e"
"1",117,"2","C","c"
"2",114,"1","B","b"
"2",115,"2","D","d"
"2",116,"2","C","c"
"2",117,"1","E","e"
"3",114,"1","C","c"
"3",115,"2","E","e"
"3",116,"2","F","f"
"3",117,"1","A","a"
"4",114,"2","E","e"
"4",115,"1","C","c"
"4",116,"1","A","a"
"4",117,"2","F","f"
"5",114,"1","F","f"
"5",115,"2","A","a"
"5",116,"2","B","b"
"5",117,"1","D","d"
"6",114,"2","A","a"
"6",115,"1","F","f"
"6",116,"1","D","d"
"6",117,"2","B","b"
"7",114,"3","D","d"
"7",115,"3","A","a"
"7",116,"3","C","c"
"7",117,"3","B","b"
"8",114,"3","A","a"
"8",115,"3","D","d"
"8",116,"3","B","b"
"8",117,"3","C","c"
"9",114,"3","E","e"
"9",115,"3","E","e"
"9",116,"3","F","f"
"9",117,"3","F","f"
