"Run","Tag","Cag","Ani","Trt"
"1",114,"1","G","c"
"1",115,"1","E","a"
"1",116,"1","F","b"
"1",117,"1","H","d"
"2",114,"1","E","a"
"2",115,"1","G","c"
"2",116,"1","H","d"
"2",117,"1","F","b"
"3",114,"1","D","d"
"3",115,"1","A","a"
"3",116,"1","C","c"
"3",117,"1","B","b"
"4",114,"1","A","a"
"4",115,"1","D","d"
"4",116,"1","B","b"
"4",117,"1","C","c"
"5",114,"2","D","d"
"5",115,"2","C","c"
"5",116,"2","A","a"
"5",117,"2","B","b"
"6",114,"2","C","c"
"6",115,"2","D","d"
"6",116,"2","B","b"
"6",117,"2","A","a"
"7",114,"2","E","a"
"7",115,"2","F","b"
"7",116,"2","H","d"
"7",117,"2","G","c"
"8",114,"2","F","b"
"8",115,"2","E","a"
"8",116,"2","G","c"
"8",117,"2","H","d"
"9",114,"3","D","d"
"9",115,"3","B","b"
"9",116,"3","A","a"
"9",117,"3","C","c"
"10",114,"3","B","b"
"10",115,"3","D","d"
"10",116,"3","C","c"
"10",117,"3","A","a"
"11",114,"3","E","a"
"11",115,"3","F","b"
"11",116,"3","H","d"
"11",117,"3","G","c"
"12",114,"3","F","b"
"12",115,"3","E","a"
"12",116,"3","G","c"
"12",117,"3","H","d"
"13",114,"4","B","b"
"13",115,"4","C","c"
"13",116,"4","A","a"
"13",117,"4","D","d"
"14",114,"4","C","c"
"14",115,"4","B","b"
"14",116,"4","D","d"
"14",117,"4","A","a"
"15",114,"4","G","c"
"15",115,"4","H","d"
"15",116,"4","F","b"
"15",117,"4","E","a"
"16",114,"4","H","d"
"16",115,"4","G","c"
"16",116,"4","E","a"
"16",117,"4","F","b"
