"Run","Tag","Cag","Ani","Trt"
"1",114,"1","H","b"
"1",115,"1","C","c"
"1",116,"2","D","a"
"1",117,"2","E","b"
"2",114,"1","C","c"
"2",115,"1","H","b"
"2",116,"2","E","b"
"2",117,"2","D","a"
"3",114,"1","A","a"
"3",115,"1","F","c"
"3",116,"2","H","b"
"3",117,"2","G","a"
"4",114,"1","F","c"
"4",115,"1","A","a"
"4",116,"2","G","a"
"4",117,"2","H","b"
"5",114,"1","D","a"
"5",115,"1","E","b"
"5",116,"2","F","c"
"5",117,"2","I","c"
"6",114,"1","E","b"
"6",115,"1","D","a"
"6",116,"2","I","c"
"6",117,"2","F","c"
"7",114,"1","I","c"
"7",115,"1","B","b"
"7",116,"2","B","b"
"7",117,"2","A","a"
"8",114,"1","B","b"
"8",115,"1","I","c"
"8",116,"2","A","a"
"8",117,"2","B","b"
"9",114,"1","G","a"
"9",115,"1","G","a"
"9",116,"2","C","c"
"9",117,"2","C","c"
