"Run","Tag","Cag","Ani","Trt"
"1",114,"1","B","b"
"1",115,"1","C","c"
"1",116,"2","D","d"
"1",117,"2","G","g"
"2",114,"1","C","c"
"2",115,"1","B","b"
"2",116,"2","G","g"
"2",117,"2","D","d"
"3",114,"1","A","a"
"3",115,"1","D","d"
"3",116,"2","B","b"
"3",117,"2","E","e"
"4",114,"1","D","d"
"4",115,"1","A","a"
"4",116,"2","E","e"
"4",117,"2","B","b"
"5",114,"1","F","f"
"5",115,"1","H","h"
"5",116,"2","A","a"
"5",117,"2","C","c"
"6",114,"1","H","h"
"6",115,"1","F","f"
"6",116,"2","C","c"
"6",117,"2","A","a"
"7",114,"1","E","e"
"7",115,"1","G","g"
"7",116,"2","H","h"
"7",117,"2","F","f"
"8",114,"1","G","g"
"8",115,"1","E","e"
"8",116,"2","F","f"
"8",117,"2","H","h"
