"Run","Tag","Cag","Ani","Trt"
"1",113,"2","B","b"
"1",114,"1","A","a"
"1",115,"4","A","a"
"1",116,"3","B","b"
"1",117,"6","C","c"
"1",118,"5","C","c"
"1",119,"8","B","b"
"1",121,"7","C","c"
"2",113,"1","A","a"
"2",114,"2","B","b"
"2",115,"3","B","b"
"2",116,"4","A","a"
"2",117,"5","C","c"
"2",118,"6","C","c"
"2",119,"7","C","c"
"2",121,"8","B","b"
"3",113,"1","C","c"
"3",114,"2","A","a"
"3",115,"4","C","c"
"3",116,"3","A","a"
"3",117,"6","B","b"
"3",118,"5","B","b"
"3",119,"8","C","c"
"3",121,"7","A","a"
"4",113,"2","A","a"
"4",114,"1","C","c"
"4",115,"3","A","a"
"4",116,"4","C","c"
"4",117,"5","B","b"
"4",118,"6","B","b"
"4",119,"7","A","a"
"4",121,"8","C","c"
"5",113,"1","B","b"
"5",114,"2","C","c"
"5",115,"4","B","b"
"5",116,"3","C","c"
"5",117,"6","A","a"
"5",118,"5","A","a"
"5",119,"7","B","b"
"5",121,"8","A","a"
"6",113,"2","C","c"
"6",114,"1","B","b"
"6",115,"3","C","c"
"6",116,"4","B","b"
"6",117,"5","A","a"
"6",118,"6","A","a"
"6",119,"8","A","a"
"6",121,"7","B","b"
