"Run","Tag","Cag","Ani","Trt"
"1",113,"1","D","d"
"1",114,"1","G","c"
"1",115,"1","F","b"
"1",116,"1","B","b"
"1",117,"1","A","a"
"1",118,"1","E","a"
"1",119,"1","H","d"
"1",121,"1","C","c"
"2",113,"1","G","c"
"2",114,"1","D","d"
"2",115,"1","B","b"
"2",116,"1","F","b"
"2",117,"1","E","a"
"2",118,"1","A","a"
"2",119,"1","C","c"
"2",121,"1","H","d"
"3",113,"2","E","a"
"3",114,"2","H","d"
"3",115,"2","G","c"
"3",116,"2","C","c"
"3",117,"2","B","b"
"3",118,"2","F","b"
"3",119,"2","D","d"
"3",121,"2","A","a"
"4",113,"2","H","d"
"4",114,"2","E","a"
"4",115,"2","C","c"
"4",116,"2","G","c"
"4",117,"2","F","b"
"4",118,"2","B","b"
"4",119,"2","A","a"
"4",121,"2","D","d"
"5",113,"3","F","b"
"5",114,"3","C","c"
"5",115,"3","D","d"
"5",116,"3","E","a"
"5",117,"3","H","d"
"5",118,"3","G","c"
"5",119,"3","B","b"
"5",121,"3","A","a"
"6",113,"3","C","c"
"6",114,"3","F","b"
"6",115,"3","E","a"
"6",116,"3","D","d"
"6",117,"3","G","c"
"6",118,"3","H","d"
"6",119,"3","A","a"
"6",121,"3","B","b"
