Run,Tag,Cag,Ani,Trt
1,1,1,D,d
1,2,1,A,a
1,3,2,E,e
1,4,2,F,f
2,1,1,A,a
2,2,1,D,d
2,3,2,F,f
2,4,2,E,e
3,1,1,F,f
3,2,1,G,g
3,3,2,B,b
3,4,2,A,a
4,1,1,G,g
4,2,1,F,f
4,3,2,A,a
4,4,2,B,b
5,1,1,B,b
5,2,1,E,e
5,3,2,C,c
5,4,2,G,g
6,1,1,E,e
6,2,1,B,b
6,3,2,G,g
6,4,2,C,c
7,1,1,C,c
7,2,1,C,c
7,3,2,D,d
7,4,2,D,d
