"Run","Tag","Cag","Ani","Trt"
"1",114,"1","G","g"
"1",115,"1","M","f"
"1",116,"2","D","d"
"1",117,"2","I","b"
"2",114,"1","M","f"
"2",115,"1","G","g"
"2",116,"2","I","b"
"2",117,"2","D","d"
"3",114,"1","C","c"
"3",115,"1","I","b"
"3",116,"2","E","e"
"3",117,"2","N","g"
"4",114,"1","I","b"
"4",115,"1","C","c"
"4",116,"2","N","g"
"4",117,"2","E","e"
"5",114,"1","B","b"
"5",115,"1","J","c"
"5",116,"2","A","a"
"5",117,"2","K","d"
"6",114,"1","J","c"
"6",115,"1","B","b"
"6",116,"2","K","d"
"6",117,"2","A","a"
"7",114,"1","L","e"
"7",115,"1","H","a"
"7",116,"2","B","b"
"7",117,"2","F","f"
"8",114,"1","H","a"
"8",115,"1","L","e"
"8",116,"2","F","f"
"8",117,"2","B","b"
"9",114,"1","N","g"
"9",115,"1","K","d"
"9",116,"2","H","a"
"9",117,"2","L","e"
"10",114,"1","K","d"
"10",115,"1","N","g"
"10",116,"2","L","e"
"10",117,"2","H","a"
"11",114,"1","E","e"
"11",115,"1","D","d"
"11",116,"2","J","c"
"11",117,"2","M","f"
"12",114,"1","D","d"
"12",115,"1","E","e"
"12",116,"2","M","f"
"12",117,"2","J","c"
"13",114,"1","F","f"
"13",115,"1","A","a"
"13",116,"2","C","c"
"13",117,"2","G","g"
"14",114,"1","A","a"
"14",115,"1","F","f"
"14",116,"2","G","g"
"14",117,"2","C","c"
