"Run","Tag","Cag","Ani","Trt"
"1",114,"1","B","b"
"1",115,"1","A","a"
"1",116,"3","C","c"
"1",117,"3","D","d"
"2",114,"1","A","a"
"2",115,"1","B","b"
"2",116,"3","D","d"
"2",117,"3","C","c"
"3",114,"2","D","d"
"3",115,"2","C","c"
"3",116,"4","B","b"
"3",117,"4","A","a"
"4",114,"2","C","c"
"4",115,"2","D","d"
"4",116,"4","A","a"
"4",117,"4","B","b"
"5",114,"2","A","a"
"5",115,"2","B","b"
"5",116,"4","C","c"
"5",117,"4","D","d"
"6",114,"2","B","b"
"6",115,"2","A","a"
"6",116,"4","D","d"
"6",117,"4","C","c"
"7",114,"1","C","c"
"7",115,"1","D","d"
"7",116,"3","A","a"
"7",117,"3","B","b"
"8",114,"1","D","d"
"8",115,"1","C","c"
"8",116,"3","B","b"
"8",117,"3","A","a"
