"Run","Tag","Cag","Ani","Trt"
"1",114,"1","D","d"
"1",115,"1","B","b"
"1",116,"1","C","c"
"1",117,"1","A","a"
"2",114,"1","B","b"
"2",115,"1","D","d"
"2",116,"1","A","a"
"2",117,"1","C","c"
"3",114,"1","H","d"
"3",115,"1","F","b"
"3",116,"1","E","a"
"3",117,"1","G","c"
"4",114,"1","F","b"
"4",115,"1","H","d"
"4",116,"1","G","c"
"4",117,"1","E","a"
"5",114,"2","A","a"
"5",115,"2","C","c"
"5",116,"2","D","d"
"5",117,"2","B","b"
"6",114,"2","C","c"
"6",115,"2","A","a"
"6",116,"2","B","b"
"6",117,"2","D","d"
"7",114,"2","F","b"
"7",115,"2","E","a"
"7",116,"2","H","d"
"7",117,"2","G","c"
"8",114,"2","E","a"
"8",115,"2","F","b"
"8",116,"2","G","c"
"8",117,"2","H","d"
"9",114,"3","C","c"
"9",115,"3","D","d"
"9",116,"3","A","a"
"9",117,"3","B","b"
"10",114,"3","D","d"
"10",115,"3","C","c"
"10",116,"3","B","b"
"10",117,"3","A","a"
"11",114,"3","G","c"
"11",115,"3","E","a"
"11",116,"3","F","b"
"11",117,"3","H","d"
"12",114,"3","E","a"
"12",115,"3","G","c"
"12",116,"3","H","d"
"12",117,"3","F","b"
