"Run","Tag","Cag","Ani","Trt"
"1",114,"1","D","d"
"1",115,"1","E","a"
"1",116,"3","C","c"
"1",117,"3","F","b"
"2",114,"1","E","a"
"2",115,"1","D","d"
"2",116,"3","F","b"
"2",117,"3","C","c"
"3",114,"1","C","c"
"3",115,"1","F","b"
"3",116,"3","A","a"
"3",117,"3","H","d"
"4",114,"1","F","b"
"4",115,"1","C","c"
"4",116,"3","H","d"
"4",117,"3","A","a"
"5",114,"1","G","c"
"5",115,"1","B","b"
"5",116,"3","D","d"
"5",117,"3","E","a"
"6",114,"1","B","b"
"6",115,"1","G","c"
"6",116,"3","E","a"
"6",117,"3","D","d"
"7",114,"1","A","a"
"7",115,"1","H","d"
"7",116,"3","G","c"
"7",117,"3","B","b"
"8",114,"1","H","d"
"8",115,"1","A","a"
"8",116,"3","B","b"
"8",117,"3","G","c"
"9",114,"2","A","a"
"9",115,"2","B","b"
"9",116,"4","H","d"
"9",117,"4","G","c"
"10",114,"2","B","b"
"10",115,"2","A","a"
"10",116,"4","G","c"
"10",117,"4","H","d"
"11",114,"2","G","c"
"11",115,"2","D","d"
"11",116,"4","B","b"
"11",117,"4","A","a"
"12",114,"2","D","d"
"12",115,"2","G","c"
"12",116,"4","A","a"
"12",117,"4","B","b"
"13",114,"2","F","b"
"13",115,"2","C","c"
"13",116,"4","E","a"
"13",117,"4","D","d"
"14",114,"2","C","c"
"14",115,"2","F","b"
"14",116,"4","D","d"
"14",117,"4","E","a"
"15",114,"2","H","d"
"15",115,"2","E","a"
"15",116,"4","F","b"
"15",117,"4","C","c"
"16",114,"2","E","a"
"16",115,"2","H","d"
"16",116,"4","C","c"
"16",117,"4","F","b"
