"Run","Tag","Cag","Ani","Trt"
"1",114,"1","AH","a"
"1",115,"1","AQ","c"
"1",116,"2","AW","b"
"1",117,"2","AF","f"
"2",114,"1","AQ","c"
"2",115,"1","AH","a"
"2",116,"2","AF","f"
"2",117,"2","AW","b"
"3",114,"1","AF","f"
"3",115,"1","AK","d"
"3",116,"2","AG","g"
"3",117,"2","AA","a"
"4",114,"1","AK","d"
"4",115,"1","AF","f"
"4",116,"2","AA","a"
"4",117,"2","AG","g"
"5",114,"1","AL","e"
"5",115,"1","AI","b"
"5",116,"2","AQ","c"
"5",117,"2","AY","d"
"6",114,"1","AI","b"
"6",115,"1","AL","e"
"6",116,"2","AY","d"
"6",117,"2","AQ","c"
"7",114,"1","AS","e"
"7",115,"1","AT","f"
"7",116,"2","AP","b"
"7",117,"2","AD","d"
"8",114,"1","AT","f"
"8",115,"1","AS","e"
"8",116,"2","AD","d"
"8",117,"2","AP","b"
"9",114,"1","AD","d"
"9",115,"1","AJ","c"
"9",116,"2","AM","f"
"9",117,"2","AN","g"
"10",114,"1","AJ","c"
"10",115,"1","AD","d"
"10",116,"2","AN","g"
"10",117,"2","AM","f"
"11",114,"1","AR","d"
"11",115,"1","AC","c"
"11",116,"2","AO","a"
"11",117,"2","AE","e"
"12",114,"1","AC","c"
"12",115,"1","AR","d"
"12",116,"2","AE","e"
"12",117,"2","AO","a"
"13",114,"1","AV","a"
"13",115,"1","AY","d"
"13",116,"2","AZ","e"
"13",117,"2","BA","f"
"14",114,"1","AY","d"
"14",115,"1","AV","a"
"14",116,"2","BA","f"
"14",117,"2","AZ","e"
"15",114,"1","AE","e"
"15",115,"1","BB","g"
"15",116,"2","AT","f"
"15",117,"2","AX","c"
"16",114,"1","BB","g"
"16",115,"1","AE","e"
"16",116,"2","AX","c"
"16",117,"2","AT","f"
"17",114,"1","AW","b"
"17",115,"1","AM","f"
"17",116,"2","AS","e"
"17",117,"2","AU","g"
"18",114,"1","AM","f"
"18",115,"1","AW","b"
"18",116,"2","AU","g"
"18",117,"2","AS","e"
"19",114,"1","AZ","e"
"19",115,"1","AX","c"
"19",116,"2","AH","a"
"19",117,"2","BB","g"
"20",114,"1","AX","c"
"20",115,"1","AZ","e"
"20",116,"2","BB","g"
"20",117,"2","AH","a"
"21",114,"1","AB","b"
"21",115,"1","AU","g"
"21",116,"2","AV","a"
"21",117,"2","AL","e"
"22",114,"1","AU","g"
"22",115,"1","AB","b"
"22",116,"2","AL","e"
"22",117,"2","AV","a"
"23",114,"1","BA","f"
"23",115,"1","AO","a"
"23",116,"2","AC","c"
"23",117,"2","AI","b"
"24",114,"1","AO","a"
"24",115,"1","BA","f"
"24",116,"2","AI","b"
"24",117,"2","AC","c"
"25",114,"1","AN","g"
"25",115,"1","AA","a"
"25",116,"2","AB","b"
"25",117,"2","AR","d"
"26",114,"1","AA","a"
"26",115,"1","AN","g"
"26",116,"2","AR","d"
"26",117,"2","AB","b"
"27",114,"1","AG","g"
"27",115,"1","AP","b"
"27",116,"2","AJ","c"
"27",117,"2","AK","d"
"28",114,"1","AP","b"
"28",115,"1","AG","g"
"28",116,"2","AK","d"
"28",117,"2","AJ","c"
