"Run","Tag","Cag","Ani","Trt"
"1",114,"1","B","b"
"1",115,"1","F","f"
"1",116,"1","G","g"
"1",117,"1","E","e"
"2",114,"1","F","f"
"2",115,"1","B","b"
"2",116,"1","E","e"
"2",117,"1","G","g"
"3",114,"1","C","c"
"3",115,"1","H","h"
"3",116,"1","D","d"
"3",117,"1","A","a"
"4",114,"1","H","h"
"4",115,"1","C","c"
"4",116,"1","A","a"
"4",117,"1","D","d"
"5",114,"2","D","d"
"5",115,"2","G","g"
"5",116,"2","A","a"
"5",117,"2","E","e"
"6",114,"2","G","g"
"6",115,"2","D","d"
"6",116,"2","E","e"
"6",117,"2","A","a"
"7",114,"2","C","c"
"7",115,"2","F","f"
"7",116,"2","B","b"
"7",117,"2","H","h"
"8",114,"2","F","f"
"8",115,"2","C","c"
"8",116,"2","H","h"
"8",117,"2","B","b"
"9",114,"3","D","d"
"9",115,"3","E","e"
"9",116,"3","F","f"
"9",117,"3","H","h"
"10",114,"3","E","e"
"10",115,"3","D","d"
"10",116,"3","H","h"
"10",117,"3","F","f"
"11",114,"3","A","a"
"11",115,"3","G","g"
"11",116,"3","B","b"
"11",117,"3","C","c"
"12",114,"3","G","g"
"12",115,"3","A","a"
"12",116,"3","C","c"
"12",117,"3","B","b"
